,id,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
0,8370421,2873,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2024-09-08T16:00:00
1,8370047,2873,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2024-09-08T15:20:00
5,8362116,2873,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2024-09-07T19:45:00
6,8360426,2873,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2024-09-07T19:10:00
7,8359202,2873,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2024-09-07T18:35:00
8,8358005,2873,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2024-09-07T18:00:00
12,8355012,2873,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2024-09-07T14:45:00
14,8352745,2873,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2024-09-07T14:10:00
15,8352611,2873,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2024-09-07T14:45:00
16,8351646,2873,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2024-09-07T14:10:00
17,8351428,2873,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2024-09-07T13:35:00
18,8350844,2873,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2024-09-07T13:35:00
19,8349655,2873,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2024-09-07T13:00:00
20,8348529,2873,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2024-09-07T13:00:00
21,8346127,2873,TTEWSINGLES-----------8FNL000800----------,,Women Singles,OFFICIAL,,,2024-09-06T20:55:00
22,8345991,2873,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2024-09-06T20:55:00
23,8345739,2873,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2024-09-06T20:20:00
24,8345682,2873,TTEWSINGLES-----------8FNL000700----------,,Women Singles,OFFICIAL,,,2024-09-06T20:20:00
25,8345212,2873,TTEWSINGLES-----------8FNL000600----------,,Women Singles,OFFICIAL,,,2024-09-06T19:45:00
26,8345191,2873,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2024-09-06T19:45:00
28,8344779,2873,TTEWSINGLES-----------8FNL000500----------,,Women Singles,OFFICIAL,,,2024-09-06T19:10:00
30,8344219,2873,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2024-09-06T18:35:00
33,8342392,2873,TTEWSINGLES-----------8FNL000400----------,,Women Singles,OFFICIAL,,,2024-09-06T15:20:00
37,8341872,2873,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2024-09-06T14:45:00
38,8341602,2873,TTEWSINGLES-----------8FNL000200----------,,Women Singles,OFFICIAL,,,2024-09-06T15:20:00
40,8341008,2873,TTEMSINGLES-----------8FNL000100----------,,Men Singles,OFFICIAL,,,2024-09-06T14:45:00
42,8340890,2873,TTEWSINGLES-----------8FNL000100----------,,Women Singles,OFFICIAL,,,2024-09-06T14:10:00
43,8340588,2873,TTEWSINGLES-----------8FNL000300----------,,Women Singles,OFFICIAL,,,2024-09-06T14:10:00
45,8340022,2873,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2024-09-06T13:35:00
46,8340000,2873,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2024-09-06T13:35:00
