,iD,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
0,9015762,2964,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2024-11-01T18:00:00
1,9014529,2964,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2024-11-01T17:20:00
5,9007997,2964,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2024-11-01T12:45:00
6,9006565,2964,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2024-11-01T12:10:00
7,9005619,2964,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2024-11-01T11:35:00
8,9004459,2964,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2024-11-01T11:00:00
9,8998334,2964,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2024-10-31T19:30:00
10,8998087,2964,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2024-10-31T19:30:00
11,8997992,2964,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2024-10-31T18:55:00
12,8997455,2964,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2024-10-31T18:20:00
13,8997440,2964,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2024-10-31T18:55:00
14,8997043,2964,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2024-10-31T18:20:00
15,8997008,2964,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2024-10-31T17:45:00
16,8996287,2964,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2024-10-31T17:45:00
23,8989120,2964,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2024-10-31T13:55:00
24,8988450,2964,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2024-10-31T13:55:00
25,8988441,2964,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2024-10-31T13:55:00
26,8988297,2964,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2024-10-31T13:20:00
27,8987692,2964,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2024-10-31T13:20:00
28,8987643,2964,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2024-10-31T13:55:00
29,8987566,2964,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2024-10-31T13:20:00
