,id,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
0,6545920,2893,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2024-03-21T18:45:00
1,6545742,2893,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2024-03-21T18:10:00
5,6545010,2893,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2024-03-21T12:45:00
6,6544788,2893,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2024-03-21T12:10:00
7,6544626,2893,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2024-03-21T11:35:00
8,6544482,2893,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2024-03-21T11:00:00
9,6544291,2893,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2024-03-20T20:00:00
10,6544241,2893,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2024-03-20T20:00:00
11,6543989,2893,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2024-03-20T19:25:00
12,6543918,2893,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2024-03-20T19:25:00
13,6543751,2893,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2024-03-20T18:50:00
14,6543582,2893,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2024-03-20T18:50:00
15,6543369,2893,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2024-03-20T18:15:00
16,6543339,2893,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2024-03-20T18:15:00
22,6541953,2893,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2024-03-20T13:55:00
23,6541876,2893,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2024-03-20T13:55:00
24,6541828,2893,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2024-03-20T13:55:00
25,6541607,2893,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2024-03-20T13:55:00
26,6541492,2893,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2024-03-20T13:20:00
27,6541195,2893,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2024-03-20T13:20:00
28,6540940,2893,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2024-03-20T13:20:00
29,6540916,2893,TTEMSINGLES-----------8FNL000100----------,,Men Singles,OFFICIAL,,,2024-03-20T13:20:00
37,6539128,2893,TTEWSINGLES-----------8FNL000400----------,,Women Singles,OFFICIAL,,,2024-03-20T11:35:00
38,6539114,2893,TTEWSINGLES-----------8FNL000600----------,,Women Singles,OFFICIAL,,,2024-03-20T11:35:00
39,6538724,2893,TTEWSINGLES-----------8FNL000300----------,,Women Singles,OFFICIAL,,,2024-03-20T11:35:00
40,6538693,2893,TTEWSINGLES-----------8FNL000500----------,,Women Singles,OFFICIAL,,,2024-03-20T11:35:00
41,6538342,2893,TTEWSINGLES-----------8FNL000200----------,,Women Singles,OFFICIAL,,,2024-03-20T11:00:00
42,6538213,2893,TTEWSINGLES-----------8FNL000800----------,,Women Singles,OFFICIAL,,,2024-03-20T11:00:00
43,6538190,2893,TTEWSINGLES-----------8FNL000700----------,,Women Singles,OFFICIAL,,,2024-03-20T11:00:00
44,6538119,2893,TTEWSINGLES-----------8FNL000100----------,,Women Singles,OFFICIAL,,,2024-03-20T11:00:00
57,6535804,2893,TTEMSINGLES-----------R32-001400----------,,Men Singles,OFFICIAL,,,2024-03-19T19:55:00
58,6535781,2893,TTEMSINGLES-----------R32-001600----------,,Men Singles,OFFICIAL,,,2024-03-19T19:55:00
59,6535682,2893,TTEMSINGLES-----------R32-000900----------,,Men Singles,OFFICIAL,,,2024-03-19T19:55:00
60,6535260,2893,TTEMSINGLES-----------R32-001000----------,,Men Singles,OFFICIAL,,,2024-03-19T19:55:00
61,6535097,2893,TTEMSINGLES-----------R32-000300----------,,Men Singles,OFFICIAL,,,2024-03-19T19:55:00
62,6535077,2893,TTEMSINGLES-----------R32-000800----------,,Men Singles,OFFICIAL,,,2024-03-19T19:55:00
