,iD,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
59,4913527,2789,TTEMSINGLES-----------R64-000600----------,,Men Singles,OFFICIAL,,,2023-09-10T12:10:00
61,4794980,2789,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2023-09-13T19:15:00
62,4794708,2789,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2023-09-13T18:30:00
65,4793983,2789,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2023-09-13T16:30:00
66,4793945,2789,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2023-09-13T16:30:00
67,4793266,2789,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2023-09-13T15:45:00
68,4793187,2789,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2023-09-13T15:45:00
70,4791134,2789,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2023-09-13T11:45:00
71,4790683,2789,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2023-09-13T11:45:00
72,4790652,2789,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2023-09-13T11:45:00
73,4790175,2789,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2023-09-13T11:45:00
74,4789268,2789,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2023-09-13T11:00:00
75,4789121,2789,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2023-09-13T11:00:00
76,4788999,2789,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2023-09-13T11:00:00
77,4788437,2789,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2023-09-13T11:00:00
84,4773200,2789,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2023-09-12T20:30:00
85,4773159,2789,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2023-09-12T20:30:00
86,4773126,2789,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2023-09-12T20:30:00
87,4773064,2789,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2023-09-12T20:30:00
88,4772175,2789,TTEWSINGLES-----------8FNL000200----------,,Women Singles,OFFICIAL,,,2023-09-12T19:45:00
89,4772171,2789,TTEWSINGLES-----------8FNL000500----------,,Women Singles,OFFICIAL,,,2023-09-12T19:45:00
90,4772117,2789,TTEWSINGLES-----------8FNL000400----------,,Women Singles,OFFICIAL,,,2023-09-12T19:45:00
91,4771662,2789,TTEWSINGLES-----------8FNL000100----------,,Women Singles,OFFICIAL,,,2023-09-12T19:45:00
92,4771420,2789,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2023-09-12T19:00:00
93,4771263,2789,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2023-09-12T19:00:00
94,4771110,2789,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2023-09-12T19:00:00
95,4770949,2789,TTEMSINGLES-----------8FNL000100----------,,Men Singles,OFFICIAL,,,2023-09-12T19:00:00
96,4770171,2789,TTEWSINGLES-----------8FNL000800----------,,Women Singles,OFFICIAL,,,2023-09-12T18:15:00
97,4769962,2789,TTEWSINGLES-----------8FNL000300----------,,Women Singles,OFFICIAL,,,2023-09-12T18:15:00
98,4769913,2789,TTEWSINGLES-----------8FNL000700----------,,Women Singles,OFFICIAL,,,2023-09-12T18:15:00
99,4769840,2789,TTEWSINGLES-----------8FNL000600----------,,Women Singles,OFFICIAL,,,2023-09-12T18:15:00
111,4766879,2789,TTEWSINGLES-----------R32-001500----------,,Women Singles,OFFICIAL,,,2023-09-12T14:45:00
112,4766865,2789,TTEWSINGLES-----------R32-001400----------,,Women Singles,OFFICIAL,,,2023-09-12T14:45:00
113,4766495,2789,TTEWSINGLES-----------R32-001100----------,,Women Singles,OFFICIAL,,,2023-09-12T14:45:00
114,4765845,2789,TTEWSINGLES-----------R32-001600----------,,Women Singles,OFFICIAL,,,2023-09-12T14:45:00
115,4765835,2789,TTEMSINGLES-----------R32-001500----------,,Men Singles,OFFICIAL,,,2023-09-12T14:00:00
116,4765573,2789,TTEMSINGLES-----------R32-001600----------,,Men Singles,OFFICIAL,,,2023-09-12T14:00:00
117,4765478,2789,TTEMSINGLES-----------R32-001400----------,,Men Singles,OFFICIAL,,,2023-09-12T14:00:00
118,4764815,2789,TTEMSINGLES-----------R32-001300----------,,Men Singles,OFFICIAL,,,2023-09-12T14:00:00
119,4764067,2789,TTEWSINGLES-----------R32-001300----------,,Women Singles,OFFICIAL,,,2023-09-12T13:15:00
120,4763362,2789,TTEWSINGLES-----------R32-000900----------,,Women Singles,OFFICIAL,,,2023-09-12T13:15:00
121,4763198,2789,TTEWSINGLES-----------R32-001000----------,,Women Singles,OFFICIAL,,,2023-09-12T13:15:00
122,4762888,2789,TTEWSINGLES-----------R32-001200----------,,Women Singles,OFFICIAL,,,2023-09-12T13:15:00
