,iD,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
0,6963047,2883,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2024-04-17T18:15:00
1,6962552,2883,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2024-04-17T17:40:00
5,6952834,2883,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2024-04-17T11:45:00
6,6951614,2883,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2024-04-17T11:10:00
7,6950594,2883,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2024-04-17T10:35:00
8,6949832,2883,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2024-04-17T10:00:00
9,6945500,2883,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2024-04-16T18:50:00
10,6945377,2883,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2024-04-16T18:50:00
11,6945333,2883,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2024-04-16T18:50:00
12,6945115,2883,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2024-04-16T18:50:00
13,6944950,2883,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2024-04-16T18:15:00
14,6944859,2883,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2024-04-16T18:15:00
15,6944639,2883,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2024-04-16T18:15:00
16,6944355,2883,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2024-04-16T18:15:00
23,6941603,2883,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2024-04-16T14:20:00
24,6940886,2883,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2024-04-16T13:10:00
25,6940796,2883,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2024-04-16T13:45:00
26,6940706,2883,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2024-04-16T13:45:00
27,6940629,2883,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2024-04-16T13:45:00
28,6939869,2883,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2024-04-16T13:10:00
29,6939528,2883,TTEWSINGLES-----------8FNL000600----------,,Women Singles,OFFICIAL,,,2024-04-16T12:35:00
30,6939170,2883,TTEMSINGLES-----------8FNL000100----------,,Men Singles,OFFICIAL,,,2024-04-16T13:10:00
31,6939132,2883,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2024-04-16T13:10:00
32,6939085,2883,TTEWSINGLES-----------8FNL000100----------,,Women Singles,OFFICIAL,,,2024-04-16T12:35:00
33,6938236,2883,TTEWSINGLES-----------8FNL000800----------,,Women Singles,OFFICIAL,,,2024-04-16T12:35:00
34,6938025,2883,TTEWSINGLES-----------8FNL000300----------,,Women Singles,OFFICIAL,,,2024-04-16T12:00:00
35,6937959,2883,TTEWSINGLES-----------8FNL000700----------,,Women Singles,OFFICIAL,,,2024-04-16T12:35:00
36,6937771,2883,TTEWSINGLES-----------8FNL000400----------,,Women Singles,OFFICIAL,,,2024-04-16T12:00:00
37,6937267,2883,TTEWSINGLES-----------8FNL000500----------,,Women Singles,OFFICIAL,,,2024-04-16T12:00:00
