,iD,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
0,600834,2537,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2022-01-23T16:36:56.505
1,600421,2537,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2022-01-23T15:39:49.812
2,600201,2537,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2022-01-23T10:38:12.114
3,599964,2537,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2022-01-23T09:53:19.737
4,599748,2537,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2022-01-23T08:36:56.963
5,599412,2537,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2022-01-23T07:09:20.503
7,598855,2537,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2022-01-22T15:43:06.385
8,598640,2537,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2022-01-22T15:08:35.213
9,598481,2537,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2022-01-22T09:13:04.71
10,598226,2537,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2022-01-22T08:15:13.709
13,597576,2537,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2022-01-21T16:51:42.055
14,597402,2537,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2022-01-21T16:12:16.505
15,597193,2537,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2022-01-21T15:34:36.332
16,597026,2537,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2022-01-21T14:39:25.243
21,594911,2537,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2022-01-20T16:46:38.345
22,594613,2537,TTEWSINGLES-----------8FNL000800----------,,Women Singles,OFFICIAL,,,2022-01-20T16:07:18.632
25,593252,2537,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2022-01-20T14:06:56.22
26,592798,2537,TTEWSINGLES-----------8FNL000400----------,,Women Singles,OFFICIAL,,,2022-01-20T13:38:37.705
27,592288,2537,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2022-01-20T11:20:42.102
28,592093,2537,TTEWSINGLES-----------8FNL000600----------,,Women Singles,OFFICIAL,,,2022-01-20T10:18:40.144
31,591326,2537,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2022-01-20T07:57:52.895
32,591026,2537,TTEWSINGLES-----------8FNL000300----------,,Women Singles,OFFICIAL,,,2022-01-20T07:08:31.605
33,586335,2537,TTEMSINGLES-----------8FNL000100----------,,Men Singles,OFFICIAL,,,2022-01-19T17:23:13.108
34,585399,2537,TTEWSINGLES-----------8FNL000100----------,,Women Singles,OFFICIAL,,,2022-01-19T16:28:29.754
37,581227,2537,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2022-01-19T14:24:34.713
38,580495,2537,TTEWSINGLES-----------8FNL000200----------,,Women Singles,OFFICIAL,,,2022-01-19T13:37:56.023
39,578714,2537,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2022-01-19T11:17:08.115
40,578573,2537,TTEWSINGLES-----------8FNL000700----------,,Women Singles,OFFICIAL,,,2022-01-19T10:44:06.855
43,577944,2537,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2022-01-19T08:26:11.166
44,577675,2537,TTEWSINGLES-----------8FNL000500----------,,Women Singles,OFFICIAL,,,2022-01-19T07:09:24.422
