,iD,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
0,7605921,2869,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2024-06-09T16:15:00
1,7605691,2869,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2024-06-09T15:30:00
4,7605123,2869,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2024-06-08T20:20:00
5,7604834,2869,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2024-06-08T19:45:00
6,7604592,2869,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2024-06-08T19:10:00
7,7604289,2869,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2024-06-08T18:35:00
10,7601798,2869,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2024-06-08T14:45:00
11,7601772,2869,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2024-06-08T13:35:00
15,7600494,2869,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2024-06-08T14:45:00
16,7600149,2869,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2024-06-08T14:10:00
17,7600119,2869,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2024-06-08T14:10:00
18,7599684,2869,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2024-06-08T13:35:00
19,7598885,2869,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2024-06-08T13:00:00
20,7598877,2869,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2024-06-08T13:00:00
21,7595334,2869,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2024-06-07T20:55:00
22,7595296,2869,TTEWSINGLES-----------8FNL000400----------,,Women Singles,OFFICIAL,,,2024-06-07T20:55:00
23,7595017,2869,TTEWSINGLES-----------8FNL000100----------,,Women Singles,OFFICIAL,,,2024-06-07T20:20:00
24,7595002,2869,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2024-06-07T20:20:00
25,7594713,2869,TTEWSINGLES-----------8FNL000600----------,,Women Singles,OFFICIAL,,,2024-06-07T19:45:00
26,7594642,2869,TTEMSINGLES-----------8FNL000100----------,,Men Singles,OFFICIAL,,,2024-06-07T19:45:00
28,7594301,2869,TTEWSINGLES-----------8FNL000700----------,,Women Singles,OFFICIAL,,,2024-06-07T19:10:00
30,7593826,2869,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2024-06-07T18:35:00
36,7591090,2869,TTEWSINGLES-----------8FNL000500----------,,Women Singles,OFFICIAL,,,2024-06-07T15:20:00
38,7590562,2869,TTEWSINGLES-----------8FNL000800----------,,Women Singles,OFFICIAL,,,2024-06-07T15:20:00
39,7589972,2869,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2024-06-07T14:45:00
40,7589860,2869,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2024-06-07T14:45:00
42,7589117,2869,TTEWSINGLES-----------8FNL000200----------,,Women Singles,OFFICIAL,,,2024-06-07T14:10:00
43,7588703,2869,TTEWSINGLES-----------8FNL000300----------,,Women Singles,OFFICIAL,,,2024-06-07T14:10:00
44,7588148,2869,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2024-06-07T13:35:00
46,7588083,2869,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2024-06-07T13:35:00
51,7583359,2869,TTEWSINGLES-----------R32-001600----------,,Women Singles,OFFICIAL,,,2024-06-06T20:55:00
54,7582923,2869,TTEWSINGLES-----------R32-001100----------,,Women Singles,OFFICIAL,,,2024-06-06T20:55:00
57,7582508,2869,TTEWSINGLES-----------R32-000400----------,,Women Singles,OFFICIAL,,,2024-06-06T20:20:00
58,7582118,2869,TTEWSINGLES-----------R32-000900----------,,Women Singles,OFFICIAL,,,2024-06-06T20:20:00
59,7582030,2869,TTEMSINGLES-----------R32-000800----------,,Men Singles,OFFICIAL,,,2024-06-06T19:45:00
62,7581561,2869,TTEMSINGLES-----------R32-000900----------,,Men Singles,OFFICIAL,,,2024-06-06T19:45:00
63,7581433,2869,TTEMSINGLES-----------R32-000200----------,,Men Singles,OFFICIAL,,,2024-06-06T19:10:00
64,7581169,2869,TTEWSINGLES-----------R32-001200----------,,Women Singles,OFFICIAL,,,2024-06-06T18:35:00
65,7580931,2869,TTEMSINGLES-----------R32-001600----------,,Men Singles,OFFICIAL,,,2024-06-06T19:10:00
67,7580424,2869,TTEMSINGLES-----------R32-000700----------,,Men Singles,OFFICIAL,,,2024-06-06T18:35:00
68,7580153,2869,TTEWSINGLES-----------R32-001300----------,,Women Singles,OFFICIAL,,,2024-06-06T18:35:00
69,7579978,2869,TTEMSINGLES-----------R32-000600----------,,Men Singles,OFFICIAL,,,2024-06-06T18:35:00
70,7579922,2869,TTEMSINGLES-----------R32-001400----------,,Men Singles,OFFICIAL,,,2024-06-06T18:00:00
71,7579670,2869,TTEWSINGLES-----------R32-000800----------,,Women Singles,OFFICIAL,,,2024-06-06T18:00:00
72,7579358,2869,TTEMSINGLES-----------R32-001500----------,,Men Singles,OFFICIAL,,,2024-06-06T18:00:00
73,7579305,2869,TTEWSINGLES-----------R32-000100----------,,Women Singles,OFFICIAL,,,2024-06-06T18:00:00
74,7578492,2869,TTEWSINGLES-----------R32-001400----------,,Women Singles,OFFICIAL,,,2024-06-06T17:05:00
77,7578148,2869,TTEWSINGLES-----------R32-000300----------,,Women Singles,OFFICIAL,,,2024-06-06T17:05:00
79,7577350,2869,TTEWSINGLES-----------R32-001500----------,,Women Singles,OFFICIAL,,,2024-06-06T16:30:00
80,7577009,2869,TTEWSINGLES-----------R32-000500----------,,Women Singles,OFFICIAL,,,2024-06-06T16:30:00
