iD,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
9045531,2912,TTEMSINGLES-----------FNL-000100----------,,Men Singles,OFFICIAL,,,2024-11-03T17:45:00
9045398,2912,TTEWSINGLES-----------FNL-000100----------,,Women Singles,OFFICIAL,,,2024-11-03T17:10:00
9041586,2912,TTEMSINGLES-----------SFNL000100----------,,Men Singles,OFFICIAL,,,2024-11-03T12:45:00
9041173,2912,TTEMSINGLES-----------SFNL000200----------,,Men Singles,OFFICIAL,,,2024-11-03T12:10:00
9040029,2912,TTEWSINGLES-----------SFNL000200----------,,Women Singles,OFFICIAL,,,2024-11-03T11:35:00
9039603,2912,TTEWSINGLES-----------SFNL000100----------,,Women Singles,OFFICIAL,,,2024-11-03T11:00:00
9031824,2912,TTEMSINGLES-----------QFNL000100----------,,Men Singles,OFFICIAL,,,2024-11-02T19:30:00
9031662,2912,TTEMSINGLES-----------QFNL000400----------,,Men Singles,OFFICIAL,,,2024-11-02T19:30:00
9031586,2912,TTEMSINGLES-----------QFNL000300----------,,Men Singles,OFFICIAL,,,2024-11-02T18:55:00
9031221,2912,TTEMSINGLES-----------QFNL000200----------,,Men Singles,OFFICIAL,,,2024-11-02T18:55:00
9031099,2912,TTEWSINGLES-----------QFNL000300----------,,Women Singles,OFFICIAL,,,2024-11-02T18:20:00
9030935,2912,TTEWSINGLES-----------QFNL000100----------,,Women Singles,OFFICIAL,,,2024-11-02T18:20:00
9030757,2912,TTEWSINGLES-----------QFNL000200----------,,Women Singles,OFFICIAL,,,2024-11-02T17:45:00
9030689,2912,TTEWSINGLES-----------QFNL000400----------,,Women Singles,OFFICIAL,,,2024-11-02T17:45:00
9029278,2912,TTEMSINGLES-----------8FNL000800----------,,Men Singles,OFFICIAL,,,2024-11-02T13:55:00
9029262,2912,TTEMSINGLES-----------8FNL000500----------,,Men Singles,OFFICIAL,,,2024-11-02T13:55:00
9029257,2912,TTEMSINGLES-----------8FNL000200----------,,Men Singles,OFFICIAL,,,2024-11-02T13:55:00
9029163,2912,TTEMSINGLES-----------8FNL000100----------,,Men Singles,OFFICIAL,,,2024-11-02T13:55:00
9028785,2912,TTEMSINGLES-----------8FNL000600----------,,Men Singles,OFFICIAL,,,2024-11-02T13:20:00
9028380,2912,TTEMSINGLES-----------8FNL000300----------,,Men Singles,OFFICIAL,,,2024-11-02T13:20:00
9028232,2912,TTEMSINGLES-----------8FNL000700----------,,Men Singles,OFFICIAL,,,2024-11-02T13:20:00
9028218,2912,TTEMSINGLES-----------8FNL000400----------,,Men Singles,OFFICIAL,,,2024-11-02T13:20:00
9027393,2912,TTEWSINGLES-----------8FNL000700----------,,Women Singles,OFFICIAL,,,2024-11-02T11:35:00
9027005,2912,TTEWSINGLES-----------8FNL000800----------,,Women Singles,OFFICIAL,,,2024-11-02T11:35:00
9026801,2912,TTEWSINGLES-----------8FNL000400----------,,Women Singles,OFFICIAL,,,2024-11-02T11:00:00
9026645,2912,TTEWSINGLES-----------8FNL000300----------,,Women Singles,OFFICIAL,,,2024-11-02T11:35:00
9026619,2912,TTEWSINGLES-----------8FNL000200----------,,Women Singles,OFFICIAL,,,2024-11-02T11:35:00
9026457,2912,TTEWSINGLES-----------8FNL000600----------,,Women Singles,OFFICIAL,,,2024-11-02T11:00:00
9026234,2912,TTEWSINGLES-----------8FNL000100----------,,Women Singles,OFFICIAL,,,2024-11-02T11:00:00
9026233,2912,TTEWSINGLES-----------8FNL000500----------,,Women Singles,OFFICIAL,,,2024-11-02T11:00:00
9024266,2912,TTEMSINGLES-----------R32-000800----------,,Men Singles,OFFICIAL,,,2024-11-01T21:25:00
9024014,2912,TTEMSINGLES-----------R32-000900----------,,Men Singles,OFFICIAL,,,2024-11-01T20:50:00
9023929,2912,TTEMSINGLES-----------R32-001500----------,,Men Singles,OFFICIAL,,,2024-11-01T21:25:00
9023870,2912,TTEMSINGLES-----------R32-001600----------,,Men Singles,OFFICIAL,,,2024-11-01T21:25:00
9023867,2912,TTEMSINGLES-----------R32-001100----------,,Men Singles,OFFICIAL,,,2024-11-01T21:25:00
9023402,2912,TTEMSINGLES-----------R32-001400----------,,Men Singles,OFFICIAL,,,2024-11-01T20:50:00
9023377,2912,TTEMSINGLES-----------R32-000200----------,,Men Singles,OFFICIAL,,,2024-11-01T20:50:00
9023296,2912,TTEMSINGLES-----------R32-000700----------,,Men Singles,OFFICIAL,,,2024-11-01T20:15:00
9023249,2912,TTEMSINGLES-----------R32-000400----------,,Men Singles,OFFICIAL,,,2024-11-01T20:50:00
9022906,2912,TTEMSINGLES-----------R32-001000----------,,Men Singles,OFFICIAL,,,2024-11-01T20:15:00
9022830,2912,TTEMSINGLES-----------R32-001200----------,,Men Singles,OFFICIAL,,,2024-11-01T19:40:00
9022820,2912,TTEMSINGLES-----------R32-000600----------,,Men Singles,OFFICIAL,,,2024-11-01T20:15:00
9022772,2912,TTEMSINGLES-----------R32-000500----------,,Men Singles,OFFICIAL,,,2024-11-01T20:15:00
9022389,2912,TTEMSINGLES-----------R32-001300----------,,Men Singles,OFFICIAL,,,2024-11-01T19:40:00
9022372,2912,TTEWSINGLES-----------R32-000100----------,,Women Singles,OFFICIAL,,,2024-11-01T19:05:00
9022131,2912,TTEMSINGLES-----------R32-000300----------,,Men Singles,OFFICIAL,,,2024-11-01T19:40:00
9022021,2912,TTEMSINGLES-----------R32-000100----------,,Men Singles,OFFICIAL,,,2024-11-01T19:40:00
9021879,2912,TTEWSINGLES-----------R32-001500----------,,Women Singles,OFFICIAL,,,2024-11-01T19:05:00
9021714,2912,TTEWSINGLES-----------R32-000600----------,,Women Singles,OFFICIAL,,,2024-11-01T19:05:00
9021697,2912,TTEWSINGLES-----------R32-000300----------,,Women Singles,OFFICIAL,,,2024-11-01T18:30:00
9021664,2912,TTEWSINGLES-----------R32-001600----------,,Women Singles,OFFICIAL,,,2024-11-01T19:05:00
9021089,2912,TTEWSINGLES-----------R32-000900----------,,Women Singles,OFFICIAL,,,2024-11-01T18:30:00
9021056,2912,TTEWSINGLES-----------R32-001100----------,,Women Singles,OFFICIAL,,,2024-11-01T18:30:00
9020872,2912,TTEWSINGLES-----------R32-001200----------,,Women Singles,OFFICIAL,,,2024-11-01T18:30:00
9020706,2912,TTEWSINGLES-----------R32-000800----------,,Women Singles,OFFICIAL,,,2024-11-01T17:55:00
9020684,2912,TTEWSINGLES-----------R32-001400----------,,Women Singles,OFFICIAL,,,2024-11-01T17:55:00
9020565,2912,TTEWSINGLES-----------R32-000500----------,,Women Singles,OFFICIAL,,,2024-11-01T17:55:00
9020434,2912,TTEWSINGLES-----------R32-001000----------,,Women Singles,OFFICIAL,,,2024-11-01T17:55:00
9020253,2912,TTEWSINGLES-----------R32-001300----------,,Women Singles,OFFICIAL,,,2024-11-01T17:20:00
9020033,2912,TTEWSINGLES-----------R32-000400----------,,Women Singles,OFFICIAL,,,2024-11-01T17:20:00
