PageLink,EventName,EventType,EventTypeId,Country,City,ContinentCode,Subcontinent,StartDateTime,EndDateTime,Tags,EventCode,Comments,EventDateChangeId,EventId,FromStartDate,FromEndDate,ToStartDate,ToEndDate,ShowInCalendar,Type,Event_Tier_Name
,Pan American Championships,Pan American Championships,48,TBD,,oceania,australasia,2020-09-15T00:00:00,2020-09-20T00:00:00,,5243,Postponed to 2021,33.0,2184,2020-09-15T00:00:00,2020-09-20T00:00:00,,,True,Postponed,
,Central American Championships,Other Events and Multi Sport Games,39,Costa Rica,San Jose,americas,central america,2020-05-12T00:00:00,2020-05-16T00:00:00,,5241,Postponed to 2021,20.0,2185,2020-05-12T00:00:00,2020-05-16T00:00:00,,,True,Postponed,
,South American Junior & Cadet Championships,Other Events and Multi Sport Games,39,Peru,Lima,americas,south america,2020-03-04T00:00:00,2020-03-08T00:00:00,,5256,,,2186,,,,,,,
,African Junior & Cadet Championships,Continental,36,Madagascar,Antananarivo,africa,east africa,2020-04-07T00:00:00,2020-04-13T00:00:00,,5239,Postponed to 2021,8.0,2188,2020-04-07T00:00:00,2020-04-13T00:00:00,,,True,Postponed,
,ITTF Oceania Singles/Mixed Doubles Qualification,Olympic Games,38,Australia,Brisbane Queensland,oceania,australasia,2020-04-19T00:00:00,2020-04-20T00:00:00,,5230,Postponed to 2021,11.0,2199,2020-04-19T00:00:00,2020-04-20T00:00:00,,,True,Postponed,
,European Olympic Singles Qualification Tournament,Olympic Games,38,Russia,Moscow,europe,eastern europe,2020-04-08T00:00:00,2020-04-12T00:00:00,,5245,Postponed to 2021,9.0,2201,2020-04-08T00:00:00,2020-04-12T00:00:00,,,True,Postponed,
,Latin American Singles and Mixed Qualification Tournament,Olympic Games,38,Argentina,Rosario,americas,south america,2020-04-15T00:00:00,2020-04-19T00:00:00,,5246,Postponed to 2021,10.0,2202,2020-04-15T00:00:00,2020-04-19T00:00:00,,,True,Postponed,
,South East Asian Qualification Tournament for AJCTTC,Other Events and Multi Sport Games,39,Indonesia,Solo,asia,south east asia,2020-06-09T00:00:00,2020-06-14T00:00:00,,5260,,24.0,2204,2020-06-09T00:00:00,2020-06-14T00:00:00,,,True,Postponed,
,South Asia Qualification Tournament for AJCTTC,Other Events and Multi Sport Games,39,Bangladesh,TBD,asia,south asia,2020-06-15T00:00:00,2020-06-20T00:00:00,,5261,,25.0,2205,2020-06-15T00:00:00,2020-06-20T00:00:00,,,True,Postponed,
,Tokyo 2020 Paralympic Games,Paralympic Games,52,Japan,Tokyo,asia,east asia,2021-08-24T00:00:00,2021-09-05T00:00:00,,2910,,30.0,2226,2020-08-25T00:00:00,2020-09-06T00:00:00,2021-08-24T00:00:00,2021-09-05T00:00:00,True,Postponed,
,Tokyo 2020 Paralympic Games  - Table Tennis Dates,Paralympic Games,52,Japan,Tokyo,asia,east asia,2021-08-25T00:00:00,2021-09-03T00:00:00,,21019,,31.0,2227,2020-08-26T00:00:00,2020-09-04T00:00:00,2021-08-25T00:00:00,2021-09-03T00:00:00,True,Postponed,
,ITTF World Team Qualification Tournament,World Team Qualification,57,Portugal,Gondomar,europe,southern europe,2020-01-22T00:00:00,2020-01-26T00:00:00,,5171,,,2237,,,,,,,
,ITTF Fa20 Chile Para Open 2020,Para Open,54,Chile,Santiago de Chile,americas,south america,2020-01-24T00:00:00,2020-01-26T00:00:00,,20129,,,2238,,,,,,,
,ITTF World Tour Platinum German Open,World Tour,12,Germany,Magdeburg,europe,western europe,2020-01-28T00:00:00,2020-02-02T00:00:00,,5139,,,2239,,,,,,,
,ITTF Fa20 Egypt Para Open 2020,Para Open,54,Egypt,Alexandria,africa,north africa,2020-02-01T00:00:00,2020-02-04T00:00:00,,20130,,,2240,,,,,,,
,ITTF Challenge Spanish Open,Challenge,10,Spain,Granada,europe,southern europe,2020-02-04T00:00:00,2020-02-08T00:00:00,,5158,,,2241,,,,,,,
,Central American Junior & Cadet Championships,Continental Games,71,Belize,Belize,americas,central america,2020-02-04T00:00:00,2020-02-08T00:00:00,,5255,,,2242,,,,,,,
,Universal ITTF Pan America Cup,Continental Games,71,Puerto Rico,Guaynabo City,americas,caribbean,2020-02-07T00:00:00,2020-02-09T00:00:00,,5172,,,2243,,,,,,,
,CCB 2020 ITTF Europe Top 16 Cup,Continental Games,71,Switzerland,Montreux,europe,western europe,2020-02-08T00:00:00,2020-02-09T00:00:00,,5173,,,2244,,,,,,,
,ITTF Challenge Plus Portugal Open,Challenge Plus,11,Portugal,Lisbon,europe,southern europe,2020-02-12T00:00:00,2020-02-16T00:00:00,,5159,,,2245,,,,,,,
,ITTF World Tour Hungarian Open,World Tour,12,Hungary,Budapest,europe,eastern europe,2020-02-18T00:00:00,2020-02-23T00:00:00,,5145,,,2247,,,,,,,
,ITTF World Junior Circuit Swedish Junior & Cadet Open,Junior & Cadet Championships,13,Sweden,Orebro,europe,northern europe,2020-02-19T00:00:00,2020-02-23T00:00:00,,5190,,,2248,,,,,,,
,ITTF Fa20 Polish Para Open,Para Open,54,Poland,Wladyslawowo,europe,eastern europe,2020-02-20T00:00:00,2020-02-22T00:00:00,,20131,,,2249,,,,,,,
,ITTF-Africa Top 16 Cup,Continental Games,71,Tunisia,Tunisia,africa,north africa,2020-02-24T00:00:00,2020-02-26T00:00:00,,5236,,,2250,,,,,,,
,Western Asia Olympic Qualification Tournament,Olympic Qualification,47,Jordan,Amman,asia,west asia,2020-02-23T00:00:00,2020-02-26T00:00:00,,5259,,,2251,,,,,,,
,African Singles and Mixed Doubles Olympic Qualification Tournament,Olympic Qualification,47,Tunisia,Tunisia,africa,north africa,2020-02-27T00:00:00,2020-02-29T00:00:00,,5237,,,2252,,,,,,,
,ITTF World Tour Platinum Qatar Open,World Tour,12,Qatar,Doha,asia,west asia,2020-03-03T00:00:00,2020-03-08T00:00:00,,5146,,,2253,,,,,,,
,European Under 21 Championships,Continental Games,71,Croatia,Varaždin,europe,southern europe,2020-03-04T00:00:00,2020-03-08T00:00:00,,5176,,,2254,,,,,,,
,ITTF World Junior Circuit Congo Junior & Cadet Open,Junior & Cadet Championships,13,Congo Democratic,Kinshasa,africa,central africa,2020-03-04T00:00:00,2020-03-08T00:00:00,,5191,,,2255,,,,,,,
,ITTF Fa40 Costa Brava Para Open,Para Open,54,Spain,Platja D'Aro,europe,southern europe,2020-03-05T00:00:00,2020-03-08T00:00:00,,20132,,,2257,,,,,,,
,North American Singles & Mixed Doubles Qualification Tournament,Qualification Tournament,23,Canada,Kitchener,americas,northern america,2020-03-07T00:00:00,2020-03-08T00:00:00,,20133,,,2258,,,,,,,
,ITTF World Junior Circuit Peru Junior & Cadet Open,Junior & Cadet Championships,13,Peru,Lima,americas,south america,2020-03-10T00:00:00,2020-03-14T00:00:00,,5195,,,2259,,,,,,,
,ITTF Challenge Plus Oman Open,Challenge Plus,11,Oman,Muscat,asia,west asia,2020-03-11T00:00:00,2020-03-15T00:00:00,,5160,,,2260,,,,,,,
,ITTF Challenge Polish Open,Challenge,10,Poland,Gliwice,europe,eastern europe,2020-03-11T00:00:00,2020-03-15T00:00:00,,5161,Suspended with effect 13 March 2020,4.0,2261,2020-03-11T00:00:00,2020-03-15T00:00:00,,,True,Suspended,
,Hungarian Youth Open 2020,Youth Open,56,Hungary,Szombathely,europe,eastern europe,2020-11-05T00:00:00,2020-11-08T00:00:00,,20134,,,2262,,,,,,,
,Dishang 2020 ITTF Women's World Cup,World Cup,29,China,Weihai,asia,east asia,2020-11-08T00:00:00,2020-11-10T00:00:00,,5186,,,2263,,,,,,,
,Dishang 2020 ITTF Men's World Cup,World Cup,29,China,Weihai,asia,east asia,2020-11-13T00:00:00,2020-11-15T00:00:00,,5185,,,2265,,,,,,,
,Bank of Communications 2020 ITTF Finals,ITTF Finals,63,China,Zhengzhou,asia,east asia,2020-11-19T00:00:00,2020-11-22T00:00:00,,5263,,,2266,,,,,,,
test156,"WTT Macao Presented By Galaxy Entertainment Group, Macao, China",WTT Exhibition,60,"Macao, China",,asia,east asia,2020-11-23T20:30:00,2020-11-27T20:30:00,,20136,,,2267,,,,,,,WTT Series
,European Youth Top 10,European Cups,59,Germany,Berlin ,europe,western europe,2020-10-09T00:00:00,2020-10-11T00:00:00,,5184,,,2278,,,,,,,
,2020 Asian Junior & Cadet Championships Qualification,Junior & Cadet Championships,13,China,Macao,asia,east asia,2020-04-21T00:00:00,2020-04-23T00:00:00,,,,97.0,2355,2020-04-21T00:00:00,2020-04-23T00:00:00,,,True,Postponed,
,ITTF Paralympic World Qualification Tournament,Qualification Tournament,23,Slovenia,Laško ,europe,southern europe,2020-05-09T00:00:00,2020-05-17T00:00:00,,,Postponed to 2021,100.0,2358,2020-05-09T00:00:00,2020-05-17T00:00:00,,,True,Postponed,
,First Commonwealth of Independent States Games,Special Games,25,Russia,Kazan ,europe,eastern europe,2020-10-01T00:00:00,2020-10-08T00:00:00,,,,125.0,2383,2020-10-01T00:00:00,2020-10-08T00:00:00,,,True,Postponed,
,ITTF-Africa 2021 WTTC Continental Qualification,Continental,36,Cameroon,Yaounde ,africa,central africa,2020-10-09T00:00:00,2020-10-11T00:00:00,,,Postponed to 2021,131.0,2389,2020-10-09T00:00:00,2020-10-11T00:00:00,,,True,Postponed,
