iD,eventId,documentCode,messagePayload,subEventType,fullResults,extended_info,match_card,startDateLocal
7193327,2915,TTEMSINGLES-----------GP01001000----------,,Men Singles,OFFICIAL,,,2024-05-10T17:10:00
7193194,2915,TTEMSINGLES-----------GP01000900----------,,Men Singles,OFFICIAL,,,2024-05-10T17:10:00
7192406,2915,TTEWSINGLES-----------GP01001000----------,,Women Singles,OFFICIAL,,,2024-05-10T16:30:00
7192398,2915,TTEWSINGLES-----------GP01000900----------,,Women Singles,OFFICIAL,,,2024-05-10T16:30:00
7192390,2915,TTEWSINGLES-----------GP01000800----------,,Women Singles,OFFICIAL,,,2024-05-10T15:10:00
7192382,2915,TTEWSINGLES-----------GP01000700----------,,Women Singles,OFFICIAL,,,2024-05-10T15:10:00
7192374,2915,TTEWSINGLES-----------GP01000600----------,,Women Singles,OFFICIAL,,,2024-05-10T12:40:00
7192364,2915,TTEWSINGLES-----------GP01000500----------,,Women Singles,OFFICIAL,,,2024-05-10T12:40:00
7192357,2915,TTEWSINGLES-----------GP01000400----------,,Women Singles,OFFICIAL,,,2024-05-10T11:20:00
7192347,2915,TTEWSINGLES-----------GP01000300----------,,Women Singles,OFFICIAL,,,2024-05-10T11:20:00
7192339,2915,TTEWSINGLES-----------GP01000200----------,,Women Singles,OFFICIAL,,,2024-05-10T10:00:00
7192324,2915,TTEWSINGLES-----------GP01000100----------,,Women Singles,OFFICIAL,,,2024-05-10T10:00:00
7191658,2915,TTEMSINGLES-----------GP01000700----------,,Men Singles,OFFICIAL,,,2024-05-10T15:50:00
7191569,2915,TTEMSINGLES-----------GP01000800----------,,Men Singles,OFFICIAL,,,2024-05-10T15:50:00
7190659,2915,TTEMSINGLES-----------GP01000600----------,,Men Singles,OFFICIAL,,,2024-05-10T14:30:00
7190226,2915,TTEMSINGLES-----------GP01000500----------,,Men Singles,OFFICIAL,,,2024-05-10T14:30:00
7187663,2915,TTEMSINGLES-----------GP01000300----------,,Men Singles,OFFICIAL,,,2024-05-10T12:00:00
7187637,2915,TTEMSINGLES-----------GP01000400----------,,Men Singles,OFFICIAL,,,2024-05-10T12:00:00
7186736,2915,TTEMSINGLES-----------GP01000200----------,,Men Singles,OFFICIAL,,,2024-05-10T10:40:00
7186730,2915,TTEMSINGLES-----------GP01000100----------,,Men Singles,OFFICIAL,,,2024-05-10T10:40:00
