KARAM Salim
Federa??o Angolana de Tenis de Mesa 6
EDWARDS Lailaa
HOSENALLY Oumehani
SULTAN Godfrey
TAGUERCIFI Houda Nourhane
LAZAZI Azzeddine
ESSID Wassim
NETO Edvane
F?d?ration Alg?rienne de Tennis de Table 9
MAPHANGA Zodwa
JONES Shaun
KINOO Ruqayyah
DJEDJIK Loubna
LEBA Essevoh Mireille
Mauritius Table Tennis Association 5
Nigeria Table Tennis Association 2
Egyptian Table Tennis Federation 2
F?d?ration Royale Marocaine de Tennis de Table 9
F?d?ration Tunisienne de Tennis de Table 7
Egyptian Table Tennis Federation 3
MWELWA Janet
F?d?ration Ivoirienne de Tennis de Table 2
BELABBAS Meziane
ALAJAEBI Habeb
KESSACI Katia
FECHTALI Samy
AZZALA Abderrahmane
DESSCANN Sandhana
F?d?ration Ivoirienne de Tennis de Table 5
NATIVEL Jonathan
MUMVUMA Tatenda
DJAMAL Ahmed
South African Table Tennis Board 6
Zambia Table Tennis Association 8
AKA Salie Ange
ANDRE Elizandro
KOUASSI Ange-Aime
F?d?ration Camerounaise de Tennis de Table 8
SIMOES Eugenia Esperanca De Andrade
BENSTRONG Anniesa
ALBINO Isabel
South African Table Tennis Board 3
LEJRAB Maawiya
HARB Soufiane
F?d?ration Royale Marocaine de Tennis de Table 4
KUNDA Mubanga
HOUNGUE Rebecca
Federa??o Angolana de Tenis de Mesa 1
SOUSA Kailane
ABID Youssef
AHMED El Hacen
COGILL Theo
Federa??o Angolana de Tenis de Mesa 3
LEMOS Antonio
NALAVWE Latifa
KESSACI Amina
F?d?ration Alg?rienne de Tennis de Table 1
Mohamed Sofiene BOUDJADJA
OUTOLLA Ines
SOLJA Petrissa
JEOUNG Youngsik
FENG Tianwei
NATH Kaushani
ANORBOEV Abdulaziz
GROVER Sudhanshu
KABURKIN Maksim
KASYMOV Akylbek
TYAN Stanislav
VASILENKA Darya
BELAKON Viachaslau
AL-JADAI Naif
SAPAROVA Alsu
KHALIKOVA Kamila
RAKHIMBERGANOV  Jamshchid
OMURALIEVA Altynai
PANDE Siddhesh
MADALIEVA Sugdiyona
SULAIMANOVA Nazgul
NASIRDINOV Adilet
SAGYNDYKOV Talgat
SHEVNIN Semen
BATBAYAR Doljinzuu
MA Long
Alexis LEBRUN
YOSHIMOTO Hana
OLASOJI Yinka
LIN Ryan
LIN Yishiuan
CHEN Hongtao
PUSHILAL Kiranjoy
FAHIMI Darius
SUN  Xizi
LIU Amber
QUAN Emily
OU Rachel
LI  Jian
ZHAO  BoYun
ALGUETTI Gal
XU Jessie
LEBAKA Nishant
NARESH Nandan
MALUSZCZAK Agnieszka
GUO  Jiangshan
LEIBOVITZ Tahl
LEHMANN Matthew
VILA Isaac
KUI Nicholas
WANG Eugene
FRANKLIN Christopher
JI Max
LAURENTI Jamila
TAO  Wenzhang
ADEYINKA Hammed
PATKAR Madhurika
FANNY Kokou Dodji
DESMEULES Joakim
GREWAL Jordan Shamsher
EDGHILL Chelsea
SHEN Charles
YANG ALbert
MENON Amoolya
ZAI Isabella
LARTEY Felix
YE Zelin
ABDULWAHHAB Abdullah
NEUMANN Josephina
ATAKUL Muhammet
RIOS Carlos
KIM Daewoo
KIM Dahee
OKANO Shunsuke
SOHRABI Mohammadjavad
TAHER Omar
TAN Zhao Yun
TOVAR Jesus
ANDERSEN Martin
LE Ellsworth
HAMEED Nesmah
PAL Akash
BAISYA Poymantee
TIKHONOV Evgeny
TAHER Mohammed
MEI-ROSU Bianca
KARNAVAR Arnav
CHUA Josh
SRIVASTAVA Divyansh
MEDINA Raymondo
MISHRA Sarth
AL-NUAIMI Ameer
VALLINO Federico
PANDUREVIC Vladimir
DEMIR Merve
KAHRAMAN Kenan
MIGOT Marie
BARBOSA Ariel
CHAU Wing Sze
MARTINKO Jiri
LI Ching Wan
CVETKO Tilen
MA  Jinbao
ALHOURANI Hasan
KONSTANTINOPOULOS Giorgos
NASRI Malissa
LEE Chia-Sheng
SEKER Alican
ISIK Hakan
CAREY Charlotte
OCAL Gorkem
NIA Soroosh AMIRI
TAN Lucas
SAHIN Zihni
LEONG Chee Feng
KINUTHIA Mary
TOLIOU Aikaterini
PARANJO Rufina
HODINA Petr
WANI Sayali
LEE Hoi Man
KOTECHA Taneesha
ERKEBAEVA Asel
REBETEZ Yoan
ALOWAIRDHI Kefayah
ABDURASHIDOV Rahmatillo
HUANG Xunan
NURMONOV Temurbek
ABI NADER Michel
BERGLUND Simon
DILSHODOV Diyorbek
KAMALOVA Arujan
KESHAVARZI Amirmahdi
ABDULRAHEEM Maryam
ALKANDERI Meshal
ALBAHRANI Abdullah
VINOGRADOVA Maria
AL-ZOUBI Rakan
KASHYAP Stuti
ALFADHLI Khaled
WANG Tingyu
CARLSEN Rebekka
PRYSHCHEPA Yevhen
SEVCIKOVA Marketa
WANG Chen Ce
BADOWSKI Marek
LENG Yutong
GRUJIC Nikola
LIANG Guodong
PUCHOVANOVA Nikoleta
WYKES Jordan
RECH DALDOSSO Marco
KARAKASEVIC Aleksandar
HARKAI Blazka
KIM Donghyun
MOLTARA Enya
THOMAS WU ZHANG Chloe Anna
DILLON  Adrian
ZAKRZEWSKA Agata
PATTERSON Mollie
ZAVADSKYI Ihor
SINKAROVA Dasa
YEE Grace Rosi
LI Carolyn
DEY Jeremy
WANEGUI Julie
DELA PENA Alfred
JEE  Minhyung
YAN  Xin
AMOR Kelsey
PAUL Anais
LOI Geoffrey
ITAGAKI Koharu
VILLANUEVA Nelson
DING Yijie
BERBEN Barry
CASTRO Rogelio
SADIKOVIC Enisa
WANG Lisa
FADEEV Kirill
KALAITZIDOU Eireen
LI Hsin-Yang
SHAHSAVARI Neda
CODINA Ana
STEFANOVA Nikoleta
NAYRE Jann Mari
LANDRIEU Andrea
VASENDOVA Jana
LI Tiago
SOLANKE Azeez
LOPEZ Maria
CHRISTENSEN Thor
OKANLAWON Usman Ishola
RASHED Rashed
SCHARRER Mauro
GOMES Goncalo
MELENDEZ Kristal
MARTINS Raquel
ABIODUN Tiago
SANTOS Patricia
RODRIGUEZ Alondra
NARESH Sid
MICHALAK Aleksandra
JELLOULI Milhane
MAHMOUD Moamen
LOGHRAIBI Lynda
GHALLAB Aly
LEE  Yonghun
KUMAHARA Luca
TSUBOI Gustavo
LAY Jian Fang
TEHAHETUA Kelley
WU Vicky
YOUSRY Amira
SALEH Ahmed
MOLDALIEV Tilek
PARK Chan-Hyeok
KIM Yealin
JETHA Sienna
WONG Qi Shen
VAN DESSEL Mael
ADEGOKE Muizz
WONG Jasmin
PIWOWAR Kacper
EARLEY Sophie
BATIX Ylane
RADIVEN Max
PASHLEY Ella
SHAH Manush
YU Tianer
SELLADO Abraham
SILCOCK Hannah
HUNTER Joseph
SANCHI Francisco
DUFERA Darara
HAM Yu Song
KIM Kum Yong
RAKOTOARIMANANA Fabio
LAM Jocelyn
KUTI Matthew
FONSECA Daniela
ARPAS Samuel
BHATTACHARJEE Ankur
UDOAKA Hope
ELBEIALI Mohamed
NANGONZI Judith
GEAR Lisa
COSSIO Arantxa
PSIHOGIOS Constantina
CHEW Clarence
FANNY Kokou
PAK Su Gyong
ANTWI Francis
AUGUSTINE Emmanuel
GUO Yuhan
AGBOTTAH Hilda
OLADIPUPO Olayinka
AKPAN Cecilia
AKINYEMI Adebowale
OLADIRAN Joshua
ALABI Godwin
MUSTAPHA Mustapha
AYANWALE Jamiu
BISOLA Asiaju
JIMOH Rofiat
OLORUNTADE Adeola
AJULO Gbenga
OYENIYI Kehinde
COLEMAN Agnes
MARFO James
BELLO Ahmed
OYETAYO Sola
ABDULFATAI Abdulbasit
AMRO Roa
GAUTHIER Lucie
BASAK Anannya
SALIFOU Abdel-Kader
NATHOO Chetan
HEERALAL Bhavna
SASMAN Jade
SAPIRE Tevia
JACK Phetso
MASHWABI Boipelo
SATHYANAND Sherwin
GAYANDA Kavir
ABRAHAMS Luke
NOMDO Jesse
FAMBIRA Tinotenda
ISSA Ziyaad
BANDA Charles
SCHOLTZ Juane
RAMSUTH Cameron
VANDAYAR Leneshan
NAIDOO Brady
LINGEVELDT Kurt
MOOKETSI Ndelu
SOMBA Abell
ABRAHAMS Byrone
REBATENNE Tshepiso
KALAM Musfiquh
BEUKES Liam
LIU Shiwen
XU Xin
LI Qian
FORT Nolwenn
GAPONOVA Ganna
YOO Eunchong
HWANG Minha
YANG Haeun
MASIP Joan
BYUN Seoyoung
HUDAK Dorina
PARTYKA Natalia
TSAPTSINOS Maria
KUTUMBALE Anusha
ABUYAMAN Sewar
AL-NAJADAT Taqi Al-Din
SALAMEH Mohammad
ALIM Azzam
ALSHARIF Mohammed
SADAQA Zeina
ALDMAISY Raed
CHENG Janissa
LOY Xing Yao
JI Eunchae
ZHAMAL Bekulan
ZELKO Damjan
EL HABECH Yasmina
SANAOUBAR Mazen
SAFADIEH Bassam
ABDALLAH Karim
HARB Bassel
CHBIB Hassan
FAHES Ghaleb
NAINA Ms.
BADIH Ibrahim
AL DAKDOUKI Ramez
BADIH Mohamad
YAHNIAN Lori
DAS Priyadarshini
CHIRI Bissan
KHOURY Malak
HARB Ahmad
FAHES Ahmad
MONTEIRO DODEAN Daniela
HU Heming
SUH Hyowon
ISHIKAWA Kasumi
ABDEL-AZIZ Farah
WONG Andy
LIN Ye
IDOWU Saheed
ALI Omar
AL BALUSHI Muhannad
AL JASSASI Bader
FARSI Luqman AL
ABE Yuto
RADOVIC Filip
CHIRIACOVA Alexandra
NODA Sota
PETKOV Vladimir
NIKOLOVA Nina
LIU Yuan
HRISTEV Hristo
PIPEROVA Kalina
KOTEV Radoslav
KISEL Darya
MYNAROVA Karolina
SPANIK Tibor
Tomas MARTINKO
SKALA Radek
Tatiana KUKULKOVA
SHCHERBATYKH Valeria
YEFIMOV Viktor
TOMANOVA Tamara
NOVOTA Samuel
KALUZNY Samuel
GIROD Dorian
SHAMRUK Gleb
MUSKANTOR Rebecca
PARIDI Konstantina
BAKO Radim
Katerina TOMANOVSKA
GRIGELOVA Natalia
Xiaoxin YANG
TSIAROKHIN Andrei
Jordy PICCOLIN
Tibor SPANIK
BOLTON Emily
Nikita PETROVOVA
DANESHMAND Behrooz
FARAMARZI Maha
KARAMI Melika
SKACHKOV Kirill
MOHAMED Ala
SUN Chia-Hung
MARCUNEZ PACHECO Ruben Isaac
REINHOLD Robert
PEREZ ALBARRAN Andrea Angely
PINO Kelly
FERNANDEZ Jeremi
NING Xiankun
DIAZ Wilfan
CARDOZO Abraham
GRANADILLO Rafael
ZERPA FLORES Paola Magaly
MEDINA BLANCO Raymondo Jose
MASSIEL Rojas
PINO HERNANDEZ David Abraham
AGUIAR Rosalba
LOPEZ FIGUEREDO Ramses Alejandro
FERRER Dakota
CRESPO Estela
MARIN Joaquin
WANG Kaibo
LOPEZ PATINEZ Andres Jesus
LOPEZ Francisco
VEGAS VASQUEZ Jonathan Jeancarlos Javier
ROMERO Albania
SANTANA Ana
BETANCOURT Barbara
NAVAS Marco
GERVAZZI Pedro
TOVAR GIRALDO Jesus Alejandro
SALVATIERRA Carla
PINO Davis
GIANNINI Antonio
CARDENAS Cristopher
BELLO Katherinee
LIU Xinran
MENDEZ DUARTE Orianny Gabriela
BECERRA Ana
CHOURIO Ohanny
HERNANDEZ Albani
MATA APONTE Sthefany Alexandra
GUILLEN PIRELA Antoni De Jesus
CAMERO Arianna
WU Jiaji
PRICE Louis
DOCHERTY Harrison Thomas
SIRAJ Shayan
ISHIDA Carlos
DUFFOO Isabel
MARTINEZ Andres
ZEA HUACAN Cecilia Valentina
LAU CIGUENAS Pablo
VILLAR SOLANO Julio Andre
Clarence CLANRY
Vicky WU
Roger WANG
Michelle BROMLEY
Fiji Table Tennis Association 1
Zhehan Joanna YANG
Table Tennis Australia Ltd. 1
CLOUET Olivier
SALVI Clement
Ligue Caledonienne de Tennis de Table 2
GIRET Maylis
WOOD Jacqui
WANG Qi
SHU Dean
ZHANG Bei Yan
MORISSEAU Jerome
YEE Joshua
HENDERSON Maxwell
LOO Guojin
MORIYAMA Ayumi
MERCER-BEUMELBURG Lydia
Fiji Table Tennis Association 4
THOMPSON Juiel
LUU Finn
TAPPER Melissa
Table Tennis New Zealand 3
LUO Alex
WANG Zexuan
DING Zige
LI Jonathan
XAYSAVATH Xaysana
VONGSA Anane
ALTAHER Ali
LEE Seojin
IM Jin Zhen
KEOMANY Bounleut
VONGDALASINH Seng
MALIK Rahul
PREECHAYAN Thitaphat
BHOOTA Riana
KEERTHIRATNE Adeepa
DOUANGDALA Phoutthavong
XIMOM Chonny
KONGPHET Phinith
CHEN Chia-I
DOGRA Hitesh
KITTIPHAN Panita
JUNINDRA Muhammad
CHIANG Janelle
ASAZU Aoto
LE Dinh Duc
HAQUE Asif
VIJITVIRIYAGUL Kulapassr
LE Nguyen
XAIPHETVONG Thipphavanh
YANG Ze Yi
CHANVANITBORIKAN Pacharaphorn
POON Yat
TRETIAK Nazar
JURKOVA Eva
XIE Congfan
SONE Kakeru
POLAKOVA Veronika
BRHEL Stepan
OUNAEIS Islam
HMAM Adam
TAHMI Hadjer
CAKOL Klara
VARGA Botond
TAHER Mohammad MOUSAVI
Saki SHIBATA
BEZEG Reka
KOLASA Szymon
FRUCHART Benjamin
SCIBRANIOVA Magdalena
STOFFREGEN Mille
PETUKH Nazar
NIELSEN Sally
DUTTA Riyan
KOSTAL Daniel
IWAIDA Shunto
SAZIMOVA Adela
DATTA Nabajit
ONO Daito
SIP Martin
VALENET Edouard
SIKORSKA Magdalena
MATHAN Hansini
BLASZCZYK Marcel
BERZOSA Maria
BILENKO Tetyana
DEVOS Robin
MORIZONO Masataka
MIKHAILOVA Polina
LAMADRID Juan
ENRIQUEZ Mabelyn
KUMAR Nikhil
KOU Lei
Table Tennis England 10
Japan Table Tennis Association 2
Egyptian Table Tennis Federation 18
USA Table Tennis 20
Chinese Table Tennis Association 1
Hong Kong Table Tennis Association Limited 14
Korea Table Tennis Association 4
Table Tennis Federation of India 19
Chinese Taipei Table Tennis Association 7
Confedera??o Brasileira de Tenis de Mesa 7
Swedish Table Tennis Association 21
USA Table Tennis 11
Polish Table Tennis Federation 28
Slovak Table Tennis Association 27
South African Table Tennis Board 29
Table Tennis Association of Thailand 37
Table Tennis Federation of the Republic of Uzbekistan 39
Japan Table Tennis Association 3
Confedera??o Brasileira de Tenis de Mesa 10
Slovenian Table Tennis Association 16
Croatian Table Tennis Association 13
F?d?ration Fran?aise de Tennis de Table 14
Slovak Table Tennis Association 26
Chinese Taipei Table Tennis Association 9
Royal Belgian Table Tennis Federation 25
Table Tennis Association of Thailand 18
Polish Table Tennis Federation 17
Swedish Table Tennis Association 6
Federaci?n Puertorrique?a de Tenis de Mesa 33
Hong Kong Table Tennis Association Limited 3
Table Tennis Canada Tennis de Table 25
Federatia Rom?na de Tenis de Masa 6
Czech Table Tennis Association 23
Federaci?n Puertorrique?a de Tenis de Mesa 15
F?d?ration Luxembourgeoise de Tennis de Table 22
Table Tennis Australia Ltd. 24
Singapore Table Tennis Association 29
F?d?ration Fran?aise de Tennis de Table 15
Federa??o Portuguesa de T?nis de Mesa 12
Singapore Table Tennis Association 8
Egyptian Table Tennis Federation 9
Deutscher Tischtennis-Bund 5
Federa??o Portuguesa de T?nis de Mesa 23
Table Tennis Association of Malaysia 32
Saudi Table Tennis Federation 38
Hungarian Table Tennis Association 35
Deutscher Tischtennis-Bund 2
Czech Table Tennis Association 24
Hungarian Table Tennis Association 13
Federatia Rom?na de Tenis de Masa 22
Italian Table Tennis Federation 27
Table Tennis Federation of Islamic Republic of Iran 30
WALLIN Adam
BENJEGARD Siri
ABDELAZIZ Youssef
SJOGREN Elias
DAHLSTROM Noa
NILSSON Alice
ALFREDSSON Isak
HOCHART Leana
BERZOSA Daniel
BJORKRYD David
SURESH RAJ Preyesh
GOGOI Trisha
VARTIKAR Pritha Priya
SABHARWAL Ansh
DAS Debolina
GOYAL Garima
NARANG Lakshita
SHAMS Hamid
CHEN Min-Hsin
EDAHIRO Hitomi
PALUSEK Samuel
KADLEC Vit
TEPIC Pero
I Ayano
MATSUDAIRA Kenji
MALININA Natalia
ZHANG Yudong
ALBESANI Jad
POH Shao Feng Ethan
KULAKCEKEN Simay
YEHIA Alaa
AL-SHAHI Mashal
GONZALES Oscar Enrique
SAAVEDRA Tomas
ALTO Luciano
CALLABA Nicolas
DOTI Felipe
SARMENTO Allan
CAVIQUIO Gabriel
MENEZES Abimael
NISHIMURA Nicolas
CARMO Kenzo
YAMADA Jessica
STOLARSKI Lhays
XIONG Mengyang
CABALLERO Carlos
CHAN Baldwin Ho Wah
Leila IMRE
SHETH Ved
XIE Victor
BOCCARD Sam
JERSOVA Aleksandra
SANTA Mariana
PINTO Joana
DAVIDOV Elinor
CARVALHO Diogo
KONG Rafael
LEE Seunghwan
WU Jiamuwa
AVEZOU Agathe
TAUBER Michael
ESTEVES COSTA Susana
PARK Joohyun
SUSILO Braydon
YAMLEEMUL Pongspat
BOONSIRIWATCHARAKUL Chonlasith
YAN Yutong
GOEL Radhapriya
KIM Munsu
AHMAD Afzaal
THANMATHIKOM Tanapat
YANG Chia-An
FONG Jay Shern
MAUNGWHAN Chayaduj
AMRUTE Shruti Vijay
SHI Cancheng
YATAWANON Wasaphon
WONGLAPASSAKUL Kullarat
SOIPHUANG Nimit
KE Tiffany
CHO Sangyeon
CHANTANA Thanwarat
SEO Hyeonwoo
Ying HAN
Rachel MORET
Omar ASSAR
Mima ITO
Hugo CALDERANO
Yana NOSKOVA
Dora MADARASZ
Maria Paulina VEGA
Gustavo TSUBOI
Polina MIKHAILOVA
Alberto MINO
Anton KAELLBERG
Georgina POTA
Marcos FREITAS
CHEN Szu Yu
Mo ZHANG
Lei KOU
Jia LIU
Xia Lian NI
Bernadette SZOCS
Juan LIU
Olufunke OSHONAIKE
Britt EERLAND
Sarah HANFFOU
LIN Yun Ju
Manika BATRA
Koki NIWA
Yang WANG
Andrej GACINA
Elizabeta SAMARA
Galia DVORAK
Tiago APOLONIA
Daniel HABESOHN
Bence MAJOROS
Dimitrij OVTCHAROV
Tomokazu HARIMOTO
CHENG I Ching
Mattias FALCK
Sally YEE
Debora VIVARELLI
Jonathan GROTH
Petrissa SOLJA
Kamal ACHANTA
Ibrahima DIAW
Fadwa GARCI
Natalia PARTYKA
Jia Nan YUAN
Dina MESHREF
Adriana DIAZ
Emmanuel LEBESSON
Jieni SHAO
Jian Fang LAY
Kanak JHA
Kirill SKACHKOV
Bojan TOKIC
Fu YU
Margaryta PESOTSKA
Qian LI
Prithika PAVADE
Darko JORGIC
Simon GAUZY
Horacio CIFUENTES
Linda BERGSTROEM
Sofia POLCANOVA
Ganna GAPONOVA
Paul DRINKHALL
Liam PITCHFORD
YU Mengyu
Jun MIZUTANI
Maria XIAO
Quadri ARUNA
Kasumi ISHIKAWA
CHUANG Chih Yuan
Timo BOLL
Robert GARDOS
Kirill GERASSIMENKO
Lubomir JANCARIK
Sathiyan GNANASEKARAN
Panagiotis GIONIS
Tomislav PUCAR
Lily ZHANG
Alvaro ROBLES
Suthasini SAWETTABUT
Sarah DE NUTTE
Barbora BALAZOVA
Bruna TAKAHASHI
Brian AFANADOR
Melanie DIAZ
Hana MATELOVA
Nikhil KUMAR
Ovidiu IONESCU
Ahmed SALEH
Pavel SIRUCEK
Miu HIRANO
SANTHY Liopa
PATEL Danisha
BELROSE Ocean
LEVY Dean
KARABAGJAK Arti
MALOKU Adriatik
JORGUSESKA Dobrila
IMERI Leoresa
WANG Roger
TOMMY Priscila
LIU Ru-Yun
FLORO Damian
YANG Hao-Jen
KODET Hanka
AKHYAR Ahmed
NAZIM Aishath
ALI Fathimath
RADULOVIC Filip
LEE Jungmok
ASGHARI Helia
MOSLEMI Mehrsa
GHASSANI Ghassan AL
YANG  Zhehan Joanna
MAHARJAN Elina
GOEL Shubh
BHANJA Ronit
KURDIKERI Samarth
KAPALI Sanyog
ZHANG  Wenjing
JEHO Himnakulhpuingheta
SHRESTHA Nabita
CHAKRABORTI Prithoki
MEHRA Naman
USA Table Tennis 15
Federatia Rom?na de Tenis de Masa 12
Egyptian Table Tennis Federation 8
Chinese Taipei Table Tennis Association 5
Korea Table Tennis Association 3
F?d?ration Fran?aise de Tennis de Table 4
Table Tennis Federation of India 7
Deutscher Tischtennis-Bund 9
Hong Kong, China Table Tennis Association Limited 11
YU Carmen
MUNOZ Shary
YU Mandy
AIYELBEGAN Sukurat
OJOMU Ajoke
ZHANG Kai
ROSCA Mihai
TOMA Darius
FANTONI Matteo
ALLEGRANZA Giacomo
RASANEN Aleksi
RAZAFINARIVO Antoine
BACIOCCHI Alessandro
AKINDIYA Ismaila
LULU Anolyn
HABACH Mohamed Nour
AZAR Laetitia
EL HABECH Mariam
Talia AZAR
EL-HASANI Rinad
HABACH SaadEddine
AL-WEDIAN Bara
MOUKHTAR Hilal
Manav Vikash THAKKAR
BAYROUTI Mohammad
FEI Junhang
AKAYADE Samuel
QUARCOO Ernest
XU Huiyao
AJIBIKE Mojisola
HUSSAIN Halima
ABDULLAHI Abdulrahaman
MUSTAPHA Musa
OFORI Richard
YEBOAH Michael
BORQUAYE Bernice
LABANTI Blessing
FAYELE David
ADEYEMI Olamide
BORTEYE Joanita
LUO Jiecheng
FAGBAMILA Akinwale
KWABI Cynthia
YAO Zixuan
United States 79
Luxembourg 62
Malaysia 63
Kazakhstan 60
France 15
Puerto Rico 70
Nigeria 67
Singapore 33
Cuba 11
Slovakia 73
Hungary 55
Cuba 112
Ukraine 93
Romania 31
Serbia 116
Croatia 108
Republic of Korea 23
Sweden 36
Serbia 117
Romania 71
Hong Kong, China 54
Brazil 45
Kazakhstan 22
Canada 46
Australia 3
Anton KALLBERG
China 48
Canada 6
Noshad ALAMIYAN
Chile 7
Saudi Arabia 32
Austria 44
Austria 110
Croatia 10
Thailand 77
Brazil 5
Nigeria 27
Japan 21
France 52
Islamic Rep. of Iran 57
China 8
England 14
Slovakia 34
Japan 59
United States 40
Portugal 29
Mexico 65
Spain 74
India 19
Uzbekistan 80
Germany 16
Algeria 41
Portugal 69
Slovenia 35
Australia 43
Republic of Korea 61
Chile 47
Egypt 13
Hungary 18
Poland 68
Thailand 38
Czech Republic 99
New Zealand 26
Czech Republic 50
Italy 58
Puerto Rico 30
Algeria 1
Islamic Rep. of Iran 20
South Africa 92
Hong Kong, China 17
Chinese Taipei 9
Germany 53
Denmark 12
Singapore 72
Poland 28
Egypt 51
Sweden 75
Japan
Yuan WAN
India 56
FUJII Davi
AGNONE MAIARA
HATAKEYAMA Julia
SHIM Joon
GONDO Guilherme
FIAMMINGO Fabiano
AMORIM Isabel
BRITO Eva
HARDIKAR Mandar
KOTB Moatazbellah
VAN OOST Kas
GOTTSCHLICH Lena
AMMOUS Omar
Jules ROLLAND
HIDALGO Rodrigo
MENDOZA SALAZAR Eduardo David
DUFFOO Felipe
CARRASCO Sujey
ESCOBEDO Francesca
ARAGON Ana
MALDONADO Maria
DESHPANDE Divya
CHAVEZ Johan
IIZUKA Leonardo Kenzo
TAPIA Rodrigo
DUFFOO Moises
TAKAMORI Mao
ALIGHARDASHI Amirhossein
AL RAWAHI Talya
BALUSHI Nasser Saif Nas AL
YANG Huize
LIU Ziling
SAIDI Ela
YAO Ruixuan
ZHU Qihui
HAMROUNI Mariem
BAEK Kwangil
TAHARA Shogo
CHU Hanwen
GUTIERREZ Marc
KRASTEV Petyo
KONSTANTINOPOULOS Konstantinos
ALEXANDROV Teodor
KODJABASHEV Denislav
GAO Yang
RINIOTIS Anastasios
MUTLU Sidelya
GAINZA Alvaro
VAFAEI Mohammad Pouya
VELICHKOV Yoan
AL-MANDHARI Haitham
ROHILLA Anjali
FAWAD Hoor
PARMAR Dhairya
MAJI Sayanika
AQUIJE Natzumi
PAREDES Camila
SILVA SANTISTEBAN MONJA Cesar Alejandro
VILLAR Julio
GRANADOS Luciana
LEON Isabella
TAFUR Kiara
PRIETO Alejandra
VERA Gonzalo
BLANCO Carlos
URIBE Santiago
CARREON Noelia
COLFER Alessia
TAKEDA Diego
GONZALEZ Eliana
RAMOS Fabrizio
MUTAWA Mohammed AL
CHEVALL
