eventId,documentCode,gameScores,resultsGameScores
2345,TTEMSINGLES-----------R64-001500----------,,"12-10,12-10,11-4,3-11,12-10,0-0,0-0"
2345,TTEWSINGLES-----------R32-000200----------,,"7-11,5-11,11-9,6-11,11-6,11-8,3-11"
2345,TTEMSINGLES-----------R64-001600----------,,"2-11,11-8,11-5,9-11,11-6,11-9,0-0"
2345,TTEMSINGLES-----------R32-000800----------,,"11-9,13-11,8-11,12-10,12-10,0-0,0-0"
2345,TTEMSINGLES-----------R128000200----------,,"4-11,11-4,3-11,11-13,11-3,10-12,0-0"
2345,TTEWSINGLES-----------R256001000----------,,"11-5,6-11,10-12,6-11,7-11,0-0,0-0"
2345,TTEWSINGLES-----------R128000300----------,,"11-3,11-5,11-5,11-7,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R128001200----------,,"11-3,11-5,11-5,11-6,0-0,0-0,0-0"
2345,TTEWSINGLES-----------8FNL000200----------,,"13-11,5-11,8-11,9-11,8-11,0-0,0-0"
2345,TTEWSINGLES-----------R32-001100----------,,"9-11,4-11,9-11,9-11,0-0,0-0,0-0"
2345,TTEMSINGLES-----------R32-000500----------,,"11-5,9-11,11-7,11-7,11-9,0-0,0-0"
2345,TTEWSINGLES-----------R64-000300----------,,"15-13,10-12,11-9,11-4,7-11,13-11,0-0"
2345,TTEMSINGLES-----------R64-000100----------,,"11-6,11-8,12-10,13-11,0-0,0-0,0-0"
2345,TTEWSINGLES-----------8FNL000100----------,,"11-7,11-6,11-9,9-11,11-5,0-0,0-0"
2345,TTEWSINGLES-----------R32-001600----------,,"11-6,11-5,11-5,11-3,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R32-000900----------,,"11-9,5-11,11-5,11-4,11-5,0-0,0-0"
2345,TTEWSINGLES-----------R128000800----------,,"8-11,9-11,10-12,11-6,11-5,11-8,11-6"
2345,TTEMSINGLES-----------R128001200----------,,"11-4,11-13,6-11,11-7,11-5,11-8,0-0"
2345,TTEMSINGLES-----------R128000900----------,,"11-7,11-9,11-5,11-7,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-000900----------,,"11-3,11-3,11-5,11-5,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-000600----------,,"11-4,11-4,7-11,10-12,11-8,5-11,7-11"
2345,TTEWSINGLES-----------R64-001400----------,,"7-11,6-11,11-5,12-10,4-11,4-11,0-0"
2345,TTEWSINGLES-----------R128001500----------,,"8-11,9-11,9-11,11-9,4-11,0-0,0-0"
2345,TTEWSINGLES-----------R32-000100----------,,"11-3,11-6,11-2,11-7,0-0,0-0,0-0"
2345,TTEMSINGLES-----------8FNL000400----------,,"10-12,11-9,11-3,10-12,8-11,11-7,11-7"
2345,TTEWSINGLES-----------SFNL000100----------,,"11-6,11-8,11-7,11-6,0-0,0-0,0-0"
2345,TTEMSINGLES-----------8FNL000800----------,,"6-11,11-9,4-11,7-11,5-11,0-0,0-0"
2345,TTEMSINGLES-----------R128001400----------,,"11-2,11-5,12-10,11-6,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R128000900----------,,"11-5,9-11,13-11,11-9,3-11,9-11,5-11"
2345,TTEMSINGLES-----------8FNL000300----------,,"11-5,11-7,11-2,9-11,9-11,13-11,0-0"
2345,TTEWSINGLES-----------R32-000600----------,,"11-8,11-2,11-5,11-7,0-0,0-0,0-0"
2345,TTEMSINGLES-----------QFNL000300----------,,"11-7,11-5,8-11,7-11,8-11,2-11,0-0"
2345,TTEWSINGLES-----------R32-001400----------,,"11-9,11-9,11-7,11-8,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R128001100----------,,"4-11,11-6,11-6,4-11,3-11,5-11,0-0"
2345,TTEMSINGLES-----------R128001000----------,,"11-7,11-1,11-5,8-11,12-10,0-0,0-0"
2345,TTEMSINGLES-----------R32-000700----------,,"8-11,11-7,10-12,13-11,9-11,10-12,0-0"
2345,TTEMSINGLES-----------R32-001500----------,,"12-10,11-9,11-9,11-5,0-0,0-0,0-0"
2345,TTEMSINGLES-----------R32-001600----------,,"11-7,8-11,13-11,11-4,11-4,0-0,0-0"
2345,TTEMSINGLES-----------R32-000100----------,,"11-3,11-4,11-3,11-4,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-000800----------,,"11-3,11-2,11-8,11-9,0-0,0-0,0-0"
2345,TTEMSINGLES-----------FNL-000200----------,,"11-13,11-9,11-6,4-11,11-4,13-15,7-11"
2345,TTEWSINGLES-----------QFNL000400----------,,"8-11,3-11,8-11,6-11,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-001600----------,,"11-3,6-11,11-5,11-4,11-0,0-0,0-0"
2345,TTEWSINGLES-----------8FNL000800----------,,"6-11,12-14,3-11,10-12,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-001300----------,,"11-7,6-11,8-11,8-11,11-8,9-11,0-0"
2345,TTEMSINGLES-----------FNL-000100----------,,"4-11,12-10,8-11,9-11,11-3,7-11,0-0"
2345,TTEWSINGLES-----------R128001300----------,,"11-9,11-6,11-4,7-11,11-3,0-0,0-0"
2345,TTEMSINGLES-----------R32-000600----------,,"15-13,9-11,6-11,11-7,7-11,6-11,0-0"
2345,TTEWSINGLES-----------R256001400----------,,"11-5,11-7,11-5,14-12,0-0,0-0,0-0"
2345,TTEMSINGLES-----------8FNL000100----------,,"11-6,11-6,11-2,5-11,11-3,0-0,0-0"
2345,TTEMSINGLES-----------R64-001300----------,,"15-13,11-6,11-4,6-11,8-11,9-11,11-4"
2345,TTEWSINGLES-----------8FNL000300----------,,"11-8,11-8,12-10,11-9,0-0,0-0,0-0"
2345,TTEMSINGLES-----------R64-001200----------,,"9-11,11-9,9-11,11-0,7-11,4-11,0-0"
2345,TTEWSINGLES-----------R32-000500----------,,"11-5,5-11,11-4,6-11,11-4,11-8,0-0"
2345,TTEWSINGLES-----------QFNL000100----------,,"6-11,6-11,11-6,11-9,11-1,11-8,0-0"
2345,TTEMSINGLES-----------R64-001400----------,,"5-11,11-3,13-11,9-11,5-11,11-8,11-7"
2345,TTEMSINGLES-----------R32-000400----------,,"7-11,11-6,11-7,11-2,11-1,0-0,0-0"
2345,TTEMSINGLES-----------R64-001000----------,,"11-13,11-6,4-11,10-12,6-11,0-0,0-0"
2345,TTEWSINGLES-----------R32-001300----------,,"8-11,12-10,11-5,11-2,11-4,0-0,0-0"
2345,TTEMSINGLES-----------R64-000400----------,,"3-11,6-11,11-7,11-8,2-11,11-9,11-4"
2345,TTEMSINGLES-----------SFNL000200----------,,"11-13,8-11,11-9,11-9,7-11,11-5,9-11"
2345,TTEMSINGLES-----------R128000400----------,,"11-9,11-5,11-4,11-4,0-0,0-0,0-0"
2345,TTEMSINGLES-----------R64-000800----------,,"7-11,11-7,11-4,11-5,9-11,10-12,6-11"
2345,TTEWSINGLES-----------FNL-000100----------,,"9-11,11-6,11-4,5-11,11-4,11-9,0-0"
2345,TTEMSINGLES-----------R128000300----------,,"11-6,11-8,11-9,11-8,0-0,0-0,0-0"
2345,TTEMSINGLES-----------R64-000900----------,,"9-11,8-11,9-11,10-12,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-001500----------,,"13-15,11-2,11-2,11-8,11-6,0-0,0-0"
2345,TTEWSINGLES-----------FNL-000200----------,,"11-6,8-11,7-11,7-11,6-11,0-0,0-0"
2345,TTEMSINGLES-----------R128000700----------,,"8-11,11-4,14-12,11-2,11-7,0-0,0-0"
2345,TTEWSINGLES-----------R64-001000----------,,"11-5,11-4,11-3,11-3,0-0,0-0,0-0"
2345,TTEWSINGLES-----------QFNL000200----------,,"11-8,5-11,12-14,6-11,2-11,0-0,0-0"
2345,TTEWSINGLES-----------R128001600----------,,"11-6,6-11,11-4,11-8,10-12,9-11,8-11"
2345,TTEWSINGLES-----------SFNL000200----------,,"3-11,9-11,6-11,4-11,0-0,0-0,0-0"
2345,TTEMSINGLES-----------R64-000700----------,,"11-2,12-10,5-11,9-11,5-11,15-13,11-8"
2345,TTEWSINGLES-----------R64-000700----------,,"9-11,6-11,9-11,7-11,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-001200----------,,"8-11,7-11,6-11,8-11,0-0,0-0,0-0"
2345,TTEWSINGLES-----------QFNL000300----------,,"11-5,11-1,12-10,11-6,0-0,0-0,0-0"
2345,TTEMSINGLES-----------QFNL000200----------,,"11-4,11-7,11-4,11-6,0-0,0-0,0-0"
2345,TTEMSINGLES-----------SFNL000100----------,,"6-11,11-9,14-12,13-15,11-9,9-11,11-8"
2345,TTEWSINGLES-----------R32-000400----------,,"12-10,11-5,8-11,8-11,11-4,11-6,0-0"
2345,TTEWSINGLES-----------R256001100----------,,"11-4,11-9,11-3,11-5,0-0,0-0,0-0"
2345,TTEMSINGLES-----------8FNL000200----------,,"11-8,7-11,11-7,11-9,11-4,0-0,0-0"
2345,TTEWSINGLES-----------R32-001200----------,,"12-10,11-4,8-11,11-9,8-11,8-11,11-4"
2345,TTEMSINGLES-----------R128000800----------,,"11-7,9-11,11-6,6-11,4-11,14-12,8-11"
2345,TTEWSINGLES-----------R128000500----------,,"11-13,6-11,8-11,7-11,0-0,0-0,0-0"
2345,TTEWSINGLES-----------R64-000500----------,,"11-9,5-11,6-11,11-9,8-11,8-11,0-0"
2345,TTEMSINGLES-----------R256000500----------,,"11-2,11-6,7-11,11-5,11-8,0-0,0-0"
2345,TTEMSINGLES-----------R128000600----------,,"11-7,13-11,7-11,11-8,11-6,0-0,0-0"
2345,TTEMSINGLES-----------R64-000300----------,,"11-13,7-11,11-9,3-11,6-11,0-0,0-0"
2345,TTEMSINGLES-----------R128001100----------,,
2660,TTEWSINGLES-----------8FNL000400----------,,"7-11,12-14,9-11,1-11,0-0,0-0,0-0"
2660,TTEMSINGLES-----------R64-000700----------,,"9-11,11-7,7-11,11-8,11-9,15-13,0-0"
2696,TTEWSINGLES-----------R64-001500----------,"5-11,8-11,5-11,0-0,0-0","4-11,8-11,5-11,0-0,0-0"
2737,TTEMSINGLES-----------QFNL000200----------,,"11-6,13-11,7-11,11-8,0-0"
2893,TTEWSINGLES-----------R64-001000----------,,"10-12,5-11,7-11,0-0,0-0"
2893,TTEMSINGLES-----------QFNL000300----------,,"8-11,11-3,11-9,11-7,0-0"
2893,TTEWSINGLES-----------QFNL000100----------,,"11-5,11-5,11-4,0-0,0-0"
2568,TTEWSINGLES-----------RND1001400----------,"7-11,7-11,11-7,11-8,11-7","7-11,7-11,3-7,11-8,11-7"
2568,TTEWSINGLES-----------RND1001000----------,"8-11,11-6,11-5,3-11,5-11","6-11,11-6,11-5,3-11,5-11"
2568,TTEMSINGLES-----------RND1000400----------,"4-11,9-11,11-8,11-8,11-13","4-11,9-11,11-7,11-8,11-13"
2574,TTEMSINGLES-----------RND1001100----------,,"11-9,9-11,11-8,11-13,11-9"
2574,TTEMSINGLES-----------RND2000200----------,,"10-12,11-9,11-8,5-11,11-8"
2899,TTEMSINGLES-----------8FNL000400----------,,"11-8,6-11,6-11,6-11,0-0"
2605,TTEMSINGLES-----------R32-001400----------,"11-6,11-6,7-11,9-11,9-11","11-4,11-6,7-11,9-11,9-11"
2605,TTEMSINGLES-----------RND1001500----------,"7-11,7-11,11-5,11-5,6-11","7-11,7-11,11-5,9-5,6-11"
3031,TTEMSINGLES-----------GP01000300----------,"11-8,11-9,7-11,11-9,0-0","7-6,11-9,7-11,11-9,0-0"
2569,TTEMSINGLES-----------R64-000800----------,"7-11,8-11,8-11,7-11,0-0,0-0,0-0","6-8,8-11,6-11,7-11,0-0,0-0,0-0"
2873,TTEWSINGLES-----------RND3000800----------,"6-11,6-11,8-11,0-0,0-0","6-10,6-11,8-11,0-0,0-0"
2873,TTEMSINGLES-----------8FNL000600----------,"0-0,0-0,0-0,0-0,0-0","11-9,11-6,12-10,0-0,0-0"
2722,TTEMSINGLES-----------R32-001400----------,"9-11,7-11,11-2,13-11,3-11","9-11,7-11,2-0,13-11,3-11"
3098,TTEMSINGLES-----------RND2001000----------,"11-8,9-11,8-11,9-11,0-0","11-8,9-10,8-11,9-11,0-0"
3098,TTEMSINGLES-----------R64-002000----------,"6-11,11-9,13-11,11-9,0-0","6-11,8-7,13-11,11-9,0-0"
2410,TTEWSINGLES-----------RND4000800--,,"11-4,11-9,12-10"
2410,TTEMSINGLES-----------R32-000900--,,"11-7,11-4,11-8"
2410,TTEMSINGLES-----------RND1000700--,,"13-11,12-10,11-8"
2410,TTEWSINGLES-----------8FNL000400--,,"9-11,11-8,11-13,9-11"
2410,TTEMSINGLES-----------RND1003100--,,"11-7,9-11,11-7,11-8"
2410,TTEMSINGLES-----------RND1005000--,,"11-8,11-5,11-6"
2410,TTEMSINGLES-----------RND4000200--,,"11-9,11-5,11-7"
2410,TTEMSINGLES-----------RND1005100--,,"9-11,8-11,11-13"
2410,TTEWSINGLES-----------RND3000600--,,"3-11,7-11,11-8,9-11"
2410,TTEWSINGLES-----------RND1005000--,,"8-11,7-11,9-11"
2410,TTEWSINGLES-----------RND2002000--,,"8-11,11-7,8-11,13-11,5-11"
2410,TTEMSINGLES-----------R32-001500--,,"8-11,6-11,8-11"
2410,TTEMSINGLES-----------RND3000600--,,"11-6,8-11,14-16,4-11"
2410,TTEWSINGLES-----------R32-001400--,,"8-11,12-10,9-11,7-11"
2410,TTEMSINGLES-----------RND2003200--,,"11-9,5-11,14-12,7-11,13-11"
2410,TTEMSINGLES-----------RND1004300--,,"16-14,13-11,11-9"
2410,TTEMSINGLES-----------RND1000200--,,"12-10,13-15,6-11,11-7,11-8"
2410,TTEMSINGLES-----------RND2001300--,,"11-5,5-11,11-9,11-3"
2410,TTEMSINGLES-----------RND1004200--,,"11-7,7-11,12-10,11-1"
2410,TTEWSINGLES-----------RND2002400--,,"11-5,11-8,6-11,12-10"
2410,TTEMSINGLES-----------QFNL000200--,,"4-11,14-12,4-11,13-11,7-11"
2410,TTEWSINGLES-----------R32-000400--,,"10-12,11-8,5-11,5-11"
2410,TTEWSINGLES-----------RND2001200--,,"10-12,9-11,9-11"
2410,TTEMSINGLES-----------RND2000100--,,"11-6,11-13,9-11,13-15"
2410,TTEWSINGLES-----------RND1003100--,,"7-11,11-6,11-4,11-3"
2410,TTEWSINGLES-----------RND2000200--,,"11-9,15-13,11-4"
2410,TTEMSINGLES-----------RND3000100--,,"6-11,11-9,8-11,11-6,11-8"
2410,TTEWSINGLES-----------RND2002500--,,"12-10,14-12,11-8,0-0,0-0"
2410,TTEMSINGLES-----------8FNL000800--,,"11-9,7-11,5-11,4-11"
2410,TTEMSINGLES-----------R32-000400--,,"11-4,11-8,5-11,11-7"
2410,TTEMSINGLES-----------8FNL000100--,,"11-9,10-12,11-4,11-9"
2410,TTEWSINGLES-----------R32-000100--,,"8-11,11-8,11-9,10-12,11-4"
2410,TTEMSINGLES-----------RND1004700--,,"5-11,10-12,6-11"
2410,TTEWSINGLES-----------RND2001900--,,"10-12,7-11,11-9,10-12"
2410,TTEMSINGLES-----------RND2000200--,,"9-11,9-11,9-11"
2410,TTEWSINGLES-----------R32-000700--,,"5-11,9-11,6-11"
2410,TTEWSINGLES-----------R32-000200--,,"11-5,9-11,13-15,11-4,6-11"
2410,TTEMSINGLES-----------RND2002100--,,"11-8,11-3,9-11,7-11,11-7"
2410,TTEMSINGLES-----------RND2002000--,,"9-11,8-11,6-11"
2410,TTEMSINGLES-----------8FNL000700--,,"11-9,5-11,11-9,2-11,11-6"
2410,TTEWSINGLES-----------R32-000800--,,"8-11,11-8,5-11,11-7,11-9"
2410,TTEWSINGLES-----------R32-001300--,,"11-3,5-11,11-7,11-9"
2410,TTEMSINGLES-----------R32-001400--,,"11-4,11-6,10-12,11-5"
2410,TTEWSINGLES-----------RND2000700--,,"11-4,11-6,11-5"
2410,TTEMSINGLES-----------RND2001000--,,"13-11,7-11,7-11,13-11,11-8"
2410,TTEWSINGLES-----------RND4000600--,,"9-11,11-5,11-6,6-11,5-11"
2410,TTEMSINGLES-----------RND2000500--,,"5-11,11-9,11-9,11-8"
2410,TTEMSINGLES-----------RND1005500--,,"8-11,7-11,11-9,11-6,8-11"
2410,TTEWSINGLES-----------RND2000400--,,"11-7,11-3,11-8"
2410,TTEMSINGLES-----------R32-001600--,,"10-12,11-8,10-12,10-12"
2410,TTEMSINGLES-----------RND4000600--,,"9-11,7-11,11-3,11-7,10-12"
2410,TTEMSINGLES-----------RND1002300--,,"5-11,8-11,4-11"
2410,TTEWSINGLES-----------R32-001600--,,"12-10,7-11,11-8,11-3"
2410,TTEWSINGLES-----------RND1003900--,,"8-11,11-7,9-11,11-6,6-11"
2410,TTEWSINGLES-----------RND3000800--,,"8-11,11-6,7-11,9-11"
2410,TTEMSINGLES-----------RND1002700--,,"8-11,11-8,8-11,13-11,6-11"
2410,TTEWSINGLES-----------R32-000500--,,"11-6,11-6,11-7"
2410,TTEMSINGLES-----------RND2003000--,,"6-11,4-11,11-3,2-11"
2410,TTEMSINGLES-----------RND1005400--,,"12-10,11-8,11-5"
2410,TTEMSINGLES-----------RND2001700--,,"12-10,11-8,11-7"
2410,TTEWSINGLES-----------RND3000200--,,"11-2,11-6,13-11"
2410,TTEWSINGLES-----------RND2001500--,,"5-11,3-11,12-10,9-11"
2410,TTEMSINGLES-----------QFNL000100--,,"13-15,11-7,11-7,11-9"
2410,TTEWSINGLES-----------8FNL000500--,,"7-11,8-11,9-11"
2410,TTEWSINGLES-----------RND2001700--,,"11-9,11-9,14-16,11-4"
2410,TTEMSINGLES-----------RND1001500--,,"5-11,9-11,5-11"
2410,TTEMSINGLES-----------8FNL000600--,,"6-11,4-11,8-11"
2410,TTEWSINGLES-----------RND2001800--,,"8-11,9-11,11-13"
2410,TTEWSINGLES-----------RND3000500--,,"12-10,11-9,11-7"
2410,TTEWSINGLES-----------RND1001000--,,"11-7,9-11,9-11,4-11,0-0"
2410,TTEWSINGLES-----------R32-000600--,,"14-12,11-9,11-6"
2410,TTEMSINGLES-----------SFNL000200--,,"11-7,8-11,11-3,11-8,11-9"
2410,TTEWSINGLES-----------RND2002800--,,"5-11,4-11,7-11"
2410,TTEMSINGLES-----------8FNL000300--,,"11-6,11-7,11-9"
2410,TTEMSINGLES-----------RND1002200--,,"11-6,11-0"
2410,TTEWSINGLES-----------RND2000800--,,"9-11,5-11,4-11"
2410,TTEMSINGLES-----------RND3001000--,,"8-11,6-11,4-11"
2410,TTEWSINGLES-----------R32-000300--,,"8-11,11-7,4-11,9-11"
2410,TTEMSINGLES-----------R32-001100--,,"17-15,9-11,11-6,8-11,11-9"
2410,TTEMSINGLES-----------RND3000800--,,"8-11,7-11,9-11"
2410,TTEWSINGLES-----------RND3000300--,,"9-11,6-11,14-12,14-12,8-11"
2410,TTEWSINGLES-----------QFNL000400--,,"8-11,13-11,11-8,9-11,6-11"
2410,TTEMSINGLES-----------RND4000500--,,"11-2,11-7,14-12"
2410,TTEMSINGLES-----------RND4000800--,,"11-9,7-11,3-11,7-11"
2410,TTEMSINGLES-----------RND2001100--,,"11-8,11-1,11-9"
2410,TTEMSINGLES-----------R32-000800--,,"7-11,5-11,11-8,11-13"
2410,TTEWSINGLES-----------RND4000100--,,"11-5,12-10,11-9"
2410,TTEMSINGLES-----------RND1002600--,,"3-11,10-12,4-11"
2410,TTEWSINGLES-----------RND3000400--,,"11-6,11-9,4-11,9-11,11-8"
2410,TTEMSINGLES-----------RND2000800--,,"11-13,11-8,11-6,11-5"
2410,TTEMSINGLES-----------RND2002700--,,"8-11,13-15,3-11"
2410,TTEWSINGLES-----------RND2001000--,,"6-11,11-9,12-10,10-12,11-7"
2410,TTEWSINGLES-----------RND3001500--,,"11-8,11-4,11-1"
2410,TTEWSINGLES-----------QFNL000100--,,"11-8,12-10,11-9"
2410,TTEMSINGLES-----------RND1004600--,,"11-9,11-9,11-8,0-0,0-0"
2410,TTEWSINGLES-----------SFNL000100--,,"11-13,11-7,11-9,11-5,13-11"
2410,TTEMSINGLES-----------RND2002300--,,"13-11,11-9,12-10"
2410,TTEWSINGLES-----------RND2002200--,,"11-6,11-7,9-11,8-11,7-11"
2410,TTEMSINGLES-----------RND2001400--,,"8-11,5-11,6-11"
2410,TTEMSINGLES-----------R32-000600--,,"9-11,6-11,12-10,6-11"
2410,TTEWSINGLES-----------QFNL000300--,,"8-11,11-5,11-8,8-11,3-11"
2410,TTEWSINGLES-----------8FNL000100--,,"11-7,11-4,11-9"
2410,TTEMSINGLES-----------R32-000500--,,"11-8,4-11,11-9,11-8"
2410,TTEMSINGLES-----------FNL-000100--,,"11-7,14-12,12-10,6-11,11-6"
2410,TTEWSINGLES-----------RND2002900--,,"11-8,11-3,9-11,13-11"
2410,TTEMSINGLES-----------RND2000700--,,"11-5,12-10,11-6"
2410,TTEMSINGLES-----------RND3001100--,,"11-7,11-9,6-11,11-3"
2410,TTEWSINGLES-----------RND2001300--,,"11-7,11-7,11-5"
2410,TTEWSINGLES-----------RND1001800--,,"7-11,6-11,7-11,0-0,0-0"
2410,TTEWSINGLES-----------RND1002600--,,"11-7,8-11,11-7,11-2"
2410,TTEWSINGLES-----------RND3001000--,,"12-10,6-11,8-11,11-6,12-10"
2410,TTEWSINGLES-----------8FNL000200--,,"11-4,11-5,11-2"
2410,TTEWSINGLES-----------RND2001100--,,"11-8,11-8,11-7"
2410,TTEMSINGLES-----------RND4000100--,,"4-11,7-11,3-11"
2410,TTEMSINGLES-----------R32-000200--,,"11-6,5-11,13-11,11-9"
2410,TTEWSINGLES-----------RND3001200--,,"14-12,11-8,11-6"
2410,TTEMSINGLES-----------RND1001900--,,"11-6,11-9,15-13"
2410,TTEMSINGLES-----------8FNL000200--,,"11-6,13-11,9-11,4-11,11-8"
2410,TTEMSINGLES-----------RND1005900--,,"10-12,5-11,11-13"
2410,TTEMSINGLES-----------8FNL000400--,,"11-9,9-11,13-15,4-11"
2410,TTEMSINGLES-----------8FNL000500--,,"10-12,12-10,12-10,4-11,11-6"
2410,TTEMSINGLES-----------RND2002600--,,"11-7,5-11,8-11,6-11"
2410,TTEWSINGLES-----------8FNL000700--,,"11-8,10-12,11-4,11-4"
2410,TTEMSINGLES-----------RND2002800--,,"9-11,11-4,6-11,11-9,11-8"
2410,TTEWSINGLES-----------RND2000100--,,"11-7,11-7,11-5"
2410,TTEMSINGLES-----------RND1001000--,,"12-14,7-11,6-11"
2410,TTEWSINGLES-----------SFNL000200--,,"11-6,11-6,11-6,17-15"
2410,TTEMSINGLES-----------RND3001500--,,"11-6,11-7,11-3"
2410,TTEMSINGLES-----------R32-001000--,,"11-0,11-0,11-0,0-0,0-0"
2410,TTEMSINGLES-----------RND2002500--,,"11-9,7-11,4-11,7-11"
2410,TTEWSINGLES-----------RND4000200--,,"9-11,11-8,11-8,3-11,11-7"
2410,TTEWSINGLES-----------RND2001600--,,"6-11,9-11,4-11,0-0,0-0"
2410,TTEMSINGLES-----------RND1003400--,,"6-11,4-11,5-11"
2410,TTEWSINGLES-----------RND2002300--,,"6-11,8-11,7-11,0-0,0-0"
2410,TTEMSINGLES-----------R32-001300--,,"11-8,11-7,11-7"
2410,TTEMSINGLES-----------RND4000700--,,"10-12,11-9,11-7,9-11,6-11"
2410,TTEWSINGLES-----------RND2000300--,,"11-6,11-7,11-5"
2410,TTEMSINGLES-----------RND1001800--,,"7-11,5-11,11-8,11-6,11-7"
2410,TTEWSINGLES-----------RND1001500--,,"11-1,11-3,11-6"
2410,TTEMSINGLES-----------RND2000600--,,"12-14,6-11,4-11"
2410,TTEMSINGLES-----------RND2001900--,,"11-3,11-8,11-8"
2410,TTEWSINGLES-----------8FNL000800--,,"8-11,11-8,11-1,11-9"
2410,TTEMSINGLES-----------RND3000900--,,"8-11,3-11,4-11"
2410,TTEWSINGLES-----------R32-001100--,,"11-8,8-11,10-12,11-5,9-11"
2410,TTEMSINGLES-----------RND1006300--,,"12-10,11-7,12-10"
2410,TTEMSINGLES-----------R32-000700--,,"11-9,11-13,14-12,12-10"
2410,TTEWSINGLES-----------RND4000400--,,"8-11,6-11,14-12,11-8,11-7"
2410,TTEWSINGLES-----------RND4000300--,,"7-11,11-5,11-6,7-11,11-9"
2410,TTEMSINGLES-----------R32-000100--,,"11-9,11-5,11-6"
2410,TTEWSINGLES-----------RND2003200--,,"6-11,11-9,8-11,6-11"
2410,TTEMSINGLES-----------RND1005800--,,"11-5,11-7,11-7"
2410,TTEMSINGLES-----------RND2001500--,,"8-11,12-10,11-9,6-11,11-9"
2410,TTEMSINGLES-----------RND3000500--,,"10-12,12-10,7-11,11-6,7-11"
2410,TTEWSINGLES-----------RND2003100--,,"7-11,4-11,6-11"
2410,TTEWSINGLES-----------RND3001100--,,"11-5,11-5,11-6"
2410,TTEWSINGLES-----------RND3000100--,,"11-7,11-8,11-5"
2410,TTEMSINGLES-----------RND3000400--,,"11-9,11-7,9-11,8-11,2-11"
2410,TTEMSINGLES-----------RND2002400--,,"6-11,6-11,10-12"
2410,TTEMSINGLES-----------R32-001200--,,"11-9,10-12,17-15,9-11,6-11"
2410,TTEWSINGLES-----------RND3001400--,,"11-9,8-11,7-11,15-17"
2410,TTEMSINGLES-----------RND1000600--,,"8-11,6-11,11-8,5-11"
2410,TTEMSINGLES-----------RND1003800--,,"6-11,7-11,8-11"
2410,TTEWSINGLES-----------FNL-000100--,,"11-9,11-8,6-11,9-11,11-9,11-6"
2410,TTEWSINGLES-----------RND3000900--,,"7-11,7-11,4-11"
2410,TTEWSINGLES-----------RND2002700--,,"11-3,11-5,11-13,11-6"
2410,TTEMSINGLES-----------RND3000300--,,"11-5,7-11,9-11,11-9,11-9"
2410,TTEMSINGLES-----------SFNL000100--,,"11-8,11-6,9-11,4-11,3-11,7-11"
2410,TTEWSINGLES-----------RND2001400--,,"9-11,10-12,7-11"
2410,TTEWSINGLES-----------RND1003400--,,"2-11,2-11,2-11"
2410,TTEMSINGLES-----------QFNL000400--,,"6-11,8-11,11-7,11-5,11-8"
2410,TTEMSINGLES-----------RND3001600--,,"11-4,9-11,1-11,11-9,8-11"
2410,TTEWSINGLES-----------RND1006300--,,"4-11,10-12,11-8,5-11"
2410,TTEWSINGLES-----------RND4000700--,,"5-11,6-11,14-12,5-11"
2410,TTEMSINGLES-----------RND2001600--,,"11-5,6-11,4-11,4-11"
2410,TTEMSINGLES-----------RND2002900--,,"11-6,11-13,11-5,12-10"
2410,TTEWSINGLES-----------8FNL000300--,,"4-11,11-6,6-11,11-7,10-12"
2410,TTEMSINGLES-----------RND4000300--,,"12-10,10-12,3-11,11-5,11-4"
2410,TTEWSINGLES-----------RND2003000--,,"11-5,11-9,11-13,11-8"
2410,TTEMSINGLES-----------RND2000300--,,"11-8,10-12,9-11,8-11"
2410,TTEWSINGLES-----------RND1004700--,,"8-11,2-11,7-11"
2410,TTEMSINGLES-----------RND2000400--,,"6-11,14-16,11-8,12-10,11-8"
2410,TTEMSINGLES-----------QFNL000300--,,"8-11,9-11,17-15,9-11"
2410,TTEWSINGLES-----------RND2000500--,,"11-9,6-11,2-11,8-11"
2410,TTEMSINGLES-----------RND3000700--,,"6-11,11-9,8-11,5-11"
2410,TTEMSINGLES-----------RND2000900--,,"6-11,11-5,11-9,11-8"
2410,TTEMSINGLES-----------RND3001400--,,"11-6,11-3,11-4"
2410,TTEWSINGLES-----------RND3001600--,,"8-11,11-2,8-11,6-11"
2410,TTEMSINGLES-----------RND2001200--,,"11-8,7-11,8-11,3-11"
2410,TTEMSINGLES-----------RND3000200--,,"9-11,11-7,6-11,6-11"
2410,TTEWSINGLES-----------R32-001500--,,"7-11,11-13,5-11"
2410,TTEMSINGLES-----------RND2003100--,,"11-5,2-11,11-4,11-5"
2410,TTEMSINGLES-----------RND1003900--,,"13-11,6-11,5-11,6-11"
