playerId,TotalWins (Overall),TotalLosses (Overall),TotalMatches (Overall),MatchWinRate (Overall),TotalSetsWon (Overall),TotalSetsLost (Overall),TotalSetsPlayed (Overall),SetWinRate (Overall),TotalPointsWon (Overall),TotalPointsLost (Overall),TotalPointsPlayed (Overall),PointWinRate (Overall)
114848,71,58,129,55.04,279,253,532,52.44,4996,4834,9830,50.82
114856,10,4,14,71.43,31,22,53,58.49,526,446,972,54.12
114860,26,29,55,47.27,111,115,226,49.12,2127,2123,4250,50.05
114865,3,2,5,60.0,10,11,21,47.62,191,192,383,49.87
114897,11,16,27,40.74,54,62,116,46.55,1065,1085,2150,49.53
114905,47,50,97,48.45,204,198,402,50.75,3737,3682,7419,50.37
114936,72,46,118,61.02,295,220,515,57.28,5049,4702,9751,51.78
114947,12,2,14,85.71,48,16,64,75.0,657,483,1140,57.63
114960,1,3,4,25.0,5,11,16,31.25,140,163,303,46.2
114965,2,5,7,28.57,10,17,27,37.04,241,262,503,47.91
114973,6,9,15,40.0,28,36,64,43.75,576,621,1197,48.12
114976,3,1,4,75.0,10,8,18,55.56,181,161,342,52.92
114999,4,8,12,33.33,19,25,44,43.18,356,401,757,47.03
115000,34,50,84,40.48,159,191,350,45.43,3137,3236,6373,49.22
115009,76,60,136,55.88,307,266,573,53.58,5355,5077,10432,51.33
115019,2,2,4,50.0,7,7,14,50.0,132,138,270,48.89
115029,70,51,121,57.85,267,233,500,53.4,4718,4517,9235,51.09
115037,4,11,15,26.67,21,39,60,35.0,514,580,1094,46.98
115039,6,10,16,37.5,26,42,68,38.24,571,645,1216,46.96
115063,7,3,10,70.0,24,16,40,60.0,400,366,766,52.22
115068,2,2,4,50.0,7,8,15,46.67,141,145,286,49.3
115081,2,10,12,16.67,15,32,47,31.91,401,457,858,46.74
